systemloanid,loannumber,loanamount,termdays,interest,loan_interval,interest_interval,good_bad_flag,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,bank_name_clients,age,age_interval,state,customerid
301997067.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.33333333333333,34.333333333333336,3000.0,3.0,Multinational Banks,35.0,26-35,Other,8a858ee25b34d796015b359426605c33
301970934.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,7.0,31.0,3000.0,1.0,Multinational Banks,33.0,26-35,Other,8a858f7e5c886ca9015c89471cef5b44
301959954.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,9.0,8.0,1500.0,2.0,Multinational Banks,36.0,36-40,Other,8a858e205c21d53a015c24b30b8c2f39
301985292.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,9.0,7.0,1500.0,1.0,GT Bank,50.0,41-61,Lagos,8a858ffd5c8d343d015c96dcce096a33
301999364.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,14166.666666666666,12.5,17.166666666666668,2670.833333333333,6.0,Multinational Banks,31.0,26-35,Other,8a858fa459eecb2a0159eecbae2d0051
301973804.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,16.0,1500.0,1.0,Multinational Banks,36.0,36-40,Lagos,8a858e785c8d9167015c9c4faa701884
301965422.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,13333.333333333334,15.166666666666666,14.666666666666666,2375.0,6.0,GT Bank,44.0,41-61,Lagos,8a858e445add19b4015addc433723178
301974687.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,16000.0,11.5,13.166666666666666,2750.0,6.0,Multinational Banks,38.0,36-40,Other,8a858fa5552add5d01554ea9435f677d
301974220.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,18333.33333333333,9.166666666666666,32.833333333333336,4233.333333333333,6.0,Multinational Banks,50.0,41-61,Lagos,8a85886e54beabf90154c3f2f2ba3e59
301978654.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,15.0,26.6,3300.0,5.0,GT Bank,38.0,36-40,Lagos,8a858f0d58a18ebc0158b0ec239828b8
301977429.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,30.0,3000.0,1.0,Multinational Banks,35.0,26-35,Lagos,8a858eec5ca21dcb015ca463b66a6f36
302000559.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,24.0,3000.0,1.0,Multinational Banks,36.0,36-40,Other,8a858f785cea234f015ced8b948d22bb
301963899.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.666666666666668,35.333333333333336,3000.0,3.0,Multinational Banks,32.0,26-35,Other,8a858f535908095c01591ce9992f00c5
301968236.0,+4,10000.0,Other,1125.0,10000,menos de 3000,Good,13454.545454545454,13.545454545454543,18.454545454545453,1918.1818181818185,11.0,Multinational Banks,29.0,26-35,Lagos,8a858faf55d95d930155db6ec1274592
301998955.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,11666.666666666666,13.333333333333334,37.0,3125.0,3.0,Multinational Banks,50.0,41-61,Lagos,8a858fe756939bbb0156b45c746f61c2
301965156.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,7.0,18.0,3000.0,2.0,Multinational Banks,48.0,41-61,Lagos,8a858f495a7fafc1015a806e19fd05d4
301981465.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.5,20.0,3000.0,2.0,Multinational Banks,54.0,41-61,Lagos,8a858fc45c21da6f015c26afed6d0c03
301988091.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Good,19062.5,16.375,23.875,3790.625,16.0,Multinational Banks,30.0,26-35,Lagos,8a85893d53f104eb0153fec8703465f1
301998862.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,19.666666666666668,17.333333333333332,3000.0,3.0,Multinational Banks,33.0,26-35,Lagos,8a858ed25ba09f98015ba1b5e0dc39b0
301992740.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,18.0,2250.0,2.0,Multinational Banks,31.0,26-35,Other,8a858e885c63d379015c6ed663042002
301963198.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,15.5,1500.0,2.0,GT Bank,35.0,26-35,Lagos,8a858f375b493337015b4a7a04286bac
301998898.0,+4,20000.0,30,3000.0,mas de 10000,3000,Good,17142.85714285714,11.857142857142858,33.285714285714285,3710.714285714286,7.0,Multinational Banks,49.0,41-61,Other,8a85888c54be35040154c6000efd4066
301996163.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,12.6,27.8,3300.0,5.0,GT Bank,39.0,36-40,Lagos,8a858f4f552ae10101552bbe69264046
301982125.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,20.5,26.5,2250.0,2.0,GT Bank,55.0,41-61,Other,8a858e345bd96da8015be2ea479a2ade
301999591.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Bad,25000.0,11.583333333333334,26.25,3625.0,12.0,GT Bank,38.0,36-40,Lagos,8a858e7655072083015512a46b441f9e
301982830.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,30.5,3000.0,2.0,Multinational Banks,47.0,41-61,Lagos,8a858f735c161bda015c164752961cc9
301960371.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,11.5,23.0,2250.0,2.0,GT Bank,34.0,26-35,Other,8a858e345bd96da8015be6b9f8bc10c7
301996890.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,5.0,29.0,3000.0,1.0,GT Bank,40.0,36-40,Other,8a858e7d5cb1162b015cb12df2e71466
301973194.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,28421.052631578947,10.63157894736842,18.05263157894737,4026.315789473684,19.0,GT Bank,34.0,26-35,Other,8a858ffa55ca72a50155d192af9e2c0b
301966746.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,14.2,24.2,3460.0,5.0,Multinational Banks,39.0,36-40,Other,8a858e165a47b2fd015a4aff578837c6
301999878.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,11.0,1500.0,1.0,GT Bank,44.0,41-61,Lagos,8a858ebd590802ef01590e00992f511e
301966312.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,26666.666666666668,14.333333333333334,23.4,3300.0,15.0,Multinational Banks,48.0,41-61,Other,8a858f1955b1c4df0155c61396ff0212
301978942.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,20.0,13.0,1500.0,2.0,Multinational Banks,33.0,26-35,Other,8a858e8a5c1c14b8015c1d9847f24af8
301975651.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,28.8,3000.0,5.0,Multinational Banks,44.0,41-61,Lagos,8a858e5f59daa31f0159dae64bfb2983
301969912.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.0,6.0,1500.0,1.0,Multinational Banks,51.0,41-61,Other,8a858f665c45930d015c54a24fdc1f6c
301969219.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,6.75,15.0,2250.0,4.0,GT Bank,46.0,41-61,Lagos,8a858e69566ae5b801567378795b7add
301965159.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,12.0,26.75,3000.0,4.0,GT Bank,34.0,26-35,Lagos,8a858e6059e0a7080159e991a6103010
301967114.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Bad,12142.857142857143,9.428571428571429,7.285714285714286,1875.0,7.0,GT Bank,34.0,26-35,Lagos,8a858faf56b7821c0156c15de860731e
301999773.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,15.0,24.6,3600.0,5.0,GT Bank,47.0,41-61,Lagos,8a858f5f5a3d03ab015a3ebc0fd0071d
301998326.0,+4,10000.0,30,3000.0,10000,3000,Good,14000.0,14.2,18.2,2700.0,5.0,GT Bank,34.0,26-35,Other,8a858ffb5b350b52015b385bb95d3a28
301993324.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,14.0,1500.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858fba5cd5feee015cd9f99f38135a
301971541.0,+4,10000.0,30,1500.0,10000,menos de 3000,Good,13333.333333333334,11.666666666666666,27.33333333333333,3258.333333333333,6.0,Multinational Banks,39.0,36-40,Other,8a858f5e5992fa95015993bf8b2f5694
301991871.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,17.0,16.0,1500.0,1.0,Multinational Banks,42.0,41-61,Other,8a858fcc5d0cbc32015d0cbda2d1011a
301960675.0,+4,20000.0,30,3000.0,mas de 10000,3000,Good,11000.0,14.0,17.125,2503.125,8.0,Multinational Banks,35.0,26-35,Lagos,8a8589da5410287f01541ff402633c01
301960888.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,21.0,3000.0,1.0,GT Bank,41.0,41-61,Other,8a858fd25c5a5bc7015c5a8126b60e47
301976551.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12857.142857142857,12.714285714285714,18.285714285714285,2357.1428571428573,7.0,GT Bank,43.0,41-61,Lagos,8a1a32fc49b632520149c3b8fdf85139
302000221.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,11250.0,12.75,23.5,2718.75,4.0,GT Bank,32.0,26-35,Lagos,8a858f7d5a53db95015a5a093673725a
301972502.0,0-4,15000.0,30,3375.0,mas de 10000,mas de 3000,Good,10000.0,10.333333333333334,29.0,3000.0,3.0,Multinational Banks,33.0,26-35,Other,8a858f375b493337015b4db76b0752cd
301979165.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,22916.666666666668,11.5,27.83333333333333,3900.0,12.0,GT Bank,51.0,41-61,Lagos,8a8589c253ace09b0153b2009e002cba
301999883.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,18.0,14.0,1500.0,1.0,Multinational Banks,28.0,26-35,Lagos,8a858e6f5cd5e874015ce10297ed3893
301997001.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,20.0,44.0,3000.0,1.0,Multinational Banks,33.0,26-35,Other,8a858e6f5668e01701568cf7ba8e39da
301969789.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,15000.0,15.0,29.125,2790.625,9.0,GT Bank,36.0,36-40,Lagos,8a858f0456511c94015651c1558f35f1
301999902.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,5.0,29.0,3000.0,1.0,Multinational Banks,50.0,41-61,Other,8a858f1f5c59cd91015c5e1125d80a5c
301958789.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,10.75,19.25,2625.0,4.0,GT Bank,33.0,26-35,Other,8a858f085b494826015b54791d4f0126
301993928.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,14.666666666666666,36.333333333333336,3000.0,3.0,Multinational Banks,49.0,41-61,Lagos,8a858fcf5591c5cf015593299cf75a49
301999215.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,24.33333333333333,2500.0,3.0,GT Bank,42.0,41-61,Lagos,8a858f0455d9feaf0155f5a8886a283c
301997168.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.5,35.5,3000.0,2.0,GT Bank,31.0,26-35,Lagos,8a858f8f5bcde0f4015bcde1dbd7002f
301965236.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,25.0,3000.0,1.0,GT Bank,35.0,26-35,Lagos,8a858f785c87e70a015c8836e89b39f3
301987816.0,+4,15000.0,Other,1687.5,mas de 10000,menos de 3000,Good,12500.0,11.25,16.25,2625.0,4.0,Multinational Banks,40.0,36-40,Other,8a858e215afc0662015affe525c27d00
301973477.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,20.0,17.0,1500.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858e685c217d36015c2f09b15a15e9
301979039.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.5,13.0,2250.0,2.0,Multinational Banks,38.0,36-40,Lagos,8a858f525ba5119c015ba5a39b6c5444
301984310.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,8.4,26.6,3020.0,5.0,Multinational Banks,50.0,41-61,Other,8a858e59569397d501569767f9776c1f
301968352.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,21875.0,12.625,30.25,3843.75,8.0,Multinational Banks,27.0,26-35,Other,8a858fd55577e87601558336f0793396
301991783.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,9000.0,13.8,21.8,2550.0,5.0,Multinational Banks,33.0,26-35,Lagos,8a858f5e5566567d0155777b44e00cfa
301960678.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Bad,12500.0,19.25,11.0,1687.5,4.0,Multinational Banks,35.0,26-35,Lagos,8a858e2e5bb57a37015bc30f34e02cf7
301985940.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,11250.0,13.875,24.75,2250.0,8.0,Multinational Banks,37.0,36-40,Lagos,8a858f34588713c201588c59c04b04cd
301986295.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,11.666666666666666,18.33333333333333,3000.0,3.0,Multinational Banks,43.0,41-61,Lagos,8a858ef45bcf0c76015bd27a6eed6adc
301985452.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,23500.0,9.3,33.9,4817.5,10.0,Multinational Banks,47.0,41-61,Other,8a8589a75438621601543ab52054150c
301991770.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,10.333333333333334,29.33333333333333,3000.0,4.0,Multinational Banks,39.0,36-40,Lagos,8a858e0a5668e69c01567af9d4890906
301990990.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,11000.0,11.0,16.2,1537.5,5.0,GT Bank,39.0,36-40,Other,8a858e4b5a94ae68015aa0a805c10a1a
301999984.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,29166.666666666668,8.166666666666666,31.08333333333333,4300.0,12.0,GT Bank,36.0,36-40,Lagos,8a858edf55ca17ba0155ca8650662602
301982722.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,20.0,17.0,1500.0,1.0,GT Bank,31.0,26-35,Other,8a858fa05cf48427015cf4b17c751e5f
301976398.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,25.0,3000.0,1.0,Multinational Banks,37.0,36-40,Other,8a858f9a5c885f42015c8c56555f6071
301991701.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.0,12.0,1500.0,1.0,Multinational Banks,39.0,36-40,Other,8a858e0f5c45466f015c536697241575
301968846.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,12.0,34.0,3000.0,1.0,GT Bank,30.0,26-35,Lagos,8a858ec358dc5c130158e4df91a874b9
302000081.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,12000.0,13.6,32.4,2905.0,5.0,Multinational Banks,27.0,26-35,Other,8a858f365668e43901566e36f0ed06d3
301989245.0,+4,20000.0,30,2000.0,mas de 10000,menos de 3000,Good,18333.33333333333,9.0,34.0,4183.333333333333,7.0,GT Bank,31.0,26-35,Lagos,8a858e5856b7840c0156bb256d6e0e6a
301959913.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15800.0,12.1,25.8,3349.99,10.0,GT Bank,35.0,26-35,Lagos,8a858f30551130db01552563f6780605
301994791.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,12.0,36.333333333333336,3000.0,3.0,GT Bank,31.0,26-35,Lagos,8a858e2c5aa96d03015aad08250b34f7
301975933.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.333333333333334,32.0,3000.0,3.0,GT Bank,37.0,36-40,Other,8a858f2a5b3f2121015b4287c0d84865
301980073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858f2e5c699f3a015c6e10b65607c9
301967181.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,13.0,13.5,1500.0,2.0,Multinational Banks,36.0,36-40,Other,8a85896653f0fed2015400f8b1973c84
301981285.0,0-4,10000.0,Other,1125.0,10000,menos de 3000,Good,10000.0,10.0,17.333333333333332,1833.3333333333333,3.0,Multinational Banks,37.0,36-40,Lagos,8a858fd35b5dfefb015b5e3c893626a2
301974340.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Bad,10000.0,12.666666666666666,15.333333333333334,1500.0,3.0,Multinational Banks,33.0,26-35,Other,8a858fda5c3b0f1c015c3f6b81446038
301978652.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,15.0,15.0,1500.0,1.0,GT Bank,38.0,36-40,Other,8a8588ae53f1cb7c01540e8cf9f66b81
301958987.0,0-4,30000.0,Other,8500.199999999997,mas de 10000,mas de 3000,Good,13333.333333333334,16.0,28.33333333333333,3333.333333333333,3.0,Multinational Banks,30.0,26-35,Lagos,8a858fc55b2548dd015b286e452c678c
301976084.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,7.0,5.0,3000.0,1.0,Multinational Banks,52.0,41-61,Lagos,8a858ee755a0c84a0155b9c44fbe72c9
301986594.0,0-4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,18.0,31.0,3000.0,3.0,Multinational Banks,36.0,36-40,Lagos,8a858ee0560bc07701560f6f3ba9095e
301984681.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Bad,24000.0,15.5,22.3,3190.0,10.0,GT Bank,35.0,26-35,Lagos,8a858faa56dffac60156ecc553892ca9
301996335.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,11.22222222222222,30.0,3988.8888888888887,9.0,GT Bank,40.0,36-40,Lagos,8a85883353e2e4e40153ea9a790f4934
301972530.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,16.0,1500.0,1.0,Multinational Banks,34.0,26-35,Lagos,8a858ff35c63d750015c65b799943098
301966981.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,12.333333333333334,12.166666666666666,2375.0,6.0,Multinational Banks,51.0,41-61,Other,8a858f2b5b870cfe015b870e2543007e
301991941.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Good,33571.42857142857,13.142857142857142,26.5,4364.285714285715,14.0,GT Bank,42.0,41-61,Other,8a85895054be35160154c4ecf44a240c
301978556.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,15000.0,14.833333333333334,6.5,1875.0,6.0,Multinational Banks,43.0,41-61,Other,8a858e875b910dfe015b9e85091b69f4
301960842.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,10.0,27.0,3000.0,2.0,GT Bank,40.0,36-40,Other,8a85896653e196390153e1fc6af61411
301989090.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,11.5,36.0,3000.0,2.0,GT Bank,29.0,26-35,Lagos,8a858edb5bd936e4015be280d1ce22c4
301967789.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,11111.111111111111,11.88888888888889,23.22222222222222,2500.0,9.0,Multinational Banks,34.0,26-35,Lagos,8a858f3e5885ffa30158928cad6501c6
301975970.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,13.333333333333334,20.33333333333333,3000.0,3.0,Multinational Banks,43.0,41-61,Lagos,8a858f4e5ba5e8d3015baa225ee45742
301967432.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Bad,9777.777777777776,9.88888888888889,24.22222222222222,2100.0,9.0,Multinational Banks,43.0,41-61,Other,8a858eef5554890501556cf996a2495a
301987972.0,0-4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,14.666666666666666,26.33333333333333,3000.0,3.0,Multinational Banks,38.0,36-40,Other,8a858e725b3424d2015b3427a76103d2
301968828.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,20.0,4.0,1500.0,1.0,Multinational Banks,39.0,36-40,Lagos,8a858fd05bfd7d3c015c0c5d3e482a95
301968410.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17142.85714285714,11.857142857142858,23.0,3228.5714285714284,7.0,Multinational Banks,41.0,41-61,Other,8a858eb4596ff919015974a667560a89
301987462.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,28.0,3000.0,1.0,GT Bank,38.0,36-40,Lagos,8a858eba5c5a3035015c5d5787ab750c
301998636.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,18.0,19.33333333333333,1500.0,6.0,GT Bank,30.0,26-35,Other,8a858f01588603fa01588cac8678799a
301971550.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.5,28.5,3000.0,2.0,GT Bank,38.0,36-40,Other,8a858fd05bfd7d3c015c00f3ab130a8d
301987288.0,+4,10000.0,30,2250.0,10000,menos de 3000,Good,12000.0,12.4,27.4,3150.0,5.0,Multinational Banks,39.0,36-40,Other,8a858f085a477386015a47dc3a683d93
301994172.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,16875.0,14.75,24.75,3806.25,9.0,GT Bank,33.0,26-35,Lagos,8a858f9157f7b9670157fb3f27a779e5
301978294.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Bad,18888.88888888889,8.11111111111111,25.22222222222222,3188.8888888888887,9.0,Multinational Banks,35.0,26-35,Other,8a858ed457e2e6960157f65462117d64
301970339.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,21.0,13.0,1500.0,1.0,GT Bank,36.0,36-40,Lagos,8a858e345be813ea015becdece40410d
301988062.0,+4,10000.0,30,3000.0,10000,3000,Good,17692.30769230769,11.153846153846152,22.384615384615383,2953.846153846154,13.0,Multinational Banks,37.0,36-40,Other,8a858fe65675195a0156766ebdb042c8
301961409.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,10000.0,15.0,9.0,3000.0,3.0,Multinational Banks,35.0,26-35,Other,8a858e105bd92644015bded94870560e
302002406.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,16.0,29.0,3000.0,3.0,Multinational Banks,44.0,41-61,Other,8a858e1c5bab1191015bae9d16cc1cf6
301993841.0,+4,10000.0,Other,1125.0,10000,menos de 3000,Good,13000.0,16.8,15.4,2475.0,5.0,Multinational Banks,31.0,26-35,Other,8a858eed5a476a3c015a47c534cb305d
301966201.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.5,18.5,1500.0,2.0,GT Bank,34.0,26-35,Lagos,8a858fc45c21da6f015c2792e305241e
301997975.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,15.0,14.0,1500.0,1.0,Multinational Banks,31.0,26-35,Other,8a858f2c5ca72bae015ca8b479831073
301982397.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,14.0,1500.0,1.0,Multinational Banks,43.0,41-61,Other,8a858f1e5cc4bc81015cc548e1eb5206
301977852.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,34.5,3000.0,2.0,GT Bank,40.0,36-40,Other,8a858f4c5bc9eb48015bcaaef75f3582
301983416.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,13.0,21.0,3000.0,1.0,Multinational Banks,38.0,36-40,Other,8a858eba5b681df4015b78ca2565324c
301987774.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,20000.0,13.0,22.8,3060.0,5.0,Multinational Banks,36.0,36-40,Other,8a858f78550ba1040155110cdacd015f
301959985.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,11.0,1500.0,1.0,Multinational Banks,29.0,26-35,Other,8a858e64590ae20001592265cda16d7b
301995303.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15714.285714285714,9.571428571428571,13.857142857142858,2846.428571428572,7.0,Multinational Banks,39.0,36-40,Other,8a858fa55b623a05015b623bb10001c6
301993533.0,+4,50000.0,Other,5000.0,mas de 10000,mas de 3000,Good,22500.0,15.625,34.625,4381.25,8.0,Multinational Banks,29.0,26-35,Lagos,8a858e2155defefd0155e88ca1b22485
301966209.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.4,12.4,2250.0,5.0,Multinational Banks,47.0,41-61,Lagos,8a858e885b68546c015b7238f22027ba
301973011.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,15555.555555555557,12.77777777777778,17.22222222222222,2155.555555555556,9.0,Multinational Banks,37.0,36-40,Other,8a858faf56b7821c0156c324964a1968
301973125.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,7.0,12.0,1500.0,1.0,GT Bank,32.0,26-35,Lagos,8a858f5f5b39bb0c015b3a38ded96c67
301975465.0,+4,15000.0,30,750.0,mas de 10000,menos de 3000,Good,21000.0,12.933333333333334,17.266666666666666,2897.5,15.0,GT Bank,36.0,36-40,Lagos,8a858f2756cec0a30156db8888e92b10
302002285.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Good,13333.333333333334,10.5,23.83333333333333,3133.333333333333,7.0,GT Bank,29.0,26-35,Lagos,8a858f6155781363015589cc40185843
301998812.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Good,26000.0,12.0,26.8,5530.0,10.0,GT Bank,157000.0,41-61,Lagos,8a858e0a5668e69c015680dcf84a7f9c
301986005.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,5000.0,8.0,18.0,750.0,1.0,Multinational Banks,44.0,41-61,Other,8a8189a552638e13015264cf62312966
301984559.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.5,28.0,3000.0,2.0,Multinational Banks,46.0,41-61,Other,8a858f7c5be8dc45015be94efc9a520c
301995984.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,8.0,1500.0,1.0,GT Bank,32.0,26-35,Lagos,8a858edc5c7e7da5015c819c15e372a8
301962430.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,15000.0,12.833333333333334,17.333333333333332,2883.333333333333,6.0,Multinational Banks,32.0,26-35,Other,8a858ebd590802ef01590d7e572c4cad
301966209.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.4,12.4,2250.0,5.0,Multinational Banks,47.0,41-61,Lagos,8a858e885b68546c015b7238f22027ba
301974755.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,13.666666666666666,19.444444444444443,2833.333333333333,9.0,Multinational Banks,38.0,36-40,Lagos,8a858fe758dc437a0159029c13e9186c
301990698.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,15.0,14.0,1500.0,1.0,GT Bank,35.0,26-35,Other,8a858e505baa530d015baa644c9b0d58
301963465.0,+4,25000.0,30,3750.0,mas de 10000,mas de 3000,Bad,16666.666666666668,13.166666666666666,28.33333333333333,3616.6666666666665,7.0,Multinational Banks,47.0,41-61,Lagos,8a858e5555780ea001557c358eac1a2c
301965363.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,19.0,20.5,2250.0,2.0,Multinational Banks,31.0,26-35,Other,8a858f265c2187bd015c3402a9e52573
