customerid,bank_name_clients,age,state,age_interval
8a858e295b430433015b430c1f9506d6,Multinational Banks,48,Lagos,41-61
8a858e735c5a4bed015c5d3b38ae514f,Multinational Banks,40,Other,36-40
8a858feb58c565cf0158cbc90faf2903,GT Bank,33,Lagos,26-35
8a858f005a04ae6e015a09ba8f581cce,GT Bank,38,Lagos,36-40
8a858f7d5c5e86a8015c5e8a3e1f035f,GT Bank,37,Lagos,36-40
8a858f2e5b81c373015b81c373e60000,Multinational Banks,31,Other,26-35
8a858fe5569398920156a3a9a77b5d02,Multinational Banks,31,Other,26-35
8a858e695d1e075c015d1edb95892ad0,Multinational Banks,45,Other,41-61
8a858e3f5b6182ee015b61bb07ac273d,Multinational Banks,30,Lagos,26-35
8a858fca5c35df2c015c39f8efd26149,GT Bank,36,Lagos,36-40
8a858f8e5c5f46fc015c636d21887a8e,Multinational Banks,30,Other,26-35
8a858e935ba4b360015ba4e2f2810e78,Multinational Banks,35,Other,26-35
8a858e5d5c7e25b4015c7fea66825cfe,GT Bank,37,Other,36-40
8a858fbf5b3a0b46015b3a75f2633e33,GT Bank,41,Lagos,41-61
8a858e6c5c88d145015c8cd3a21d61d8,Multinational Banks,33,Lagos,26-35
8a858f30551130db015512599f923f5a,Multinational Banks,41,Other,41-61
8a858eba5c884d2a015c9847893512ca,Multinational Banks,46,Other,41-61
8a858fb65b2020b2015b20ce6d4a5e6a,Multinational Banks,47,Other,41-61
8a858f7d5578012a0155827e94874386,GT Bank,35,Other,26-35
8a858ff259d1429e0159d2d0194c4b8e,Multinational Banks,38,Other,36-40
8a858e7b55deef140155e39b490940c9,Multinational Banks,34,Other,26-35
8a858f6c570f2d6601571e8ee2d02bde,Multinational Banks,33,Lagos,26-35
8a818926522ea5ef01523aff15c37482,Multinational Banks,38,Other,36-40
8a858f7a58c218eb0158c43474d013a5,Multinational Banks,43,Other,41-61
8a85886f543912e30154391ea6a3015f,Multinational Banks,48,Other,41-61
8a858e6956939bac01569d5dd0256c09,Multinational Banks,44,Other,41-61
8a858e535bab293b015bae68dbc4622d,Multinational Banks,33,Other,26-35
8a858ed65ac86155015ac97905df519a,Multinational Banks,30,Other,26-35
8a858fd858d5076d0158e2dd9ded2afa,Multinational Banks,30,Other,26-35
8a8588fd53f1099e0153f9f8e4062cf3,GT Bank,32,Other,26-35
8a858e0256b781d80156c166816621f9,GT Bank,45,Lagos,41-61
8a858e0256b781d80156bd70d9d21225,Multinational Banks,45,Lagos,41-61
8a858f4d5b809e68015b813974bc5538,GT Bank,36,Lagos,36-40
8a858fc45c21da6f015c24f0838b380f,Multinational Banks,40,Lagos,36-40
8a858e69566ae5b80156926cd9070009,Multinational Banks,34,Lagos,26-35
8a858f2c59b21e6e0159b36de4c1628e,GT Bank,37,Other,36-40
8a8588875438ed7e01543d072b3d7baa,Multinational Banks,40,Lagos,36-40
8a858ece5cd05041015cd485113f01a2,Multinational Banks,44,Lagos,41-61
8a858f3659f9d6dc0159fa2cafe23cc9,GT Bank,32,Other,26-35
8a858ede5ca210f0015ca365343066f5,GT Bank,37,Other,36-40
8a858e0256b781d80156be0f99322ae6,GT Bank,35,Other,26-35
8a858ff35c63d750015c65a730ac2e7c,GT Bank,43,Other,41-61
8a858e6c5c88d145015c967ac98c63fa,GT Bank,42,Other,41-61
8a858e0d59c9abfc0159cac7fba146ab,Multinational Banks,33,Other,26-35
8a858ee0560bc07701560d3774b0663c,GT Bank,38,Other,36-40
8a858f115cea8545015ceb7bb25437cb,Multinational Banks,37,Lagos,36-40
8a858ffd5c8d343d015c92886a4b7724,GT Bank,43,Lagos,41-61
8a858f9f5679951a01567a5b90644817,Multinational Banks,38,Other,36-40
8a858fa65c7d5535015c7d5ba8a106d6,Multinational Banks,50,Lagos,41-61
8a858e0256b781d80156c09f1e585c2f,Multinational Banks,34,Other,26-35
8a858e675cc6685e015cc6eb279c3e84,GT Bank,30,Other,26-35
8a858edd5aa92207015aa9221ce30007,Multinational Banks,38,Other,36-40
8a858f295c8d307f015c9897ad450f86,Multinational Banks,28,Lagos,26-35
8a858e135c7e2eec015c813211a96674,GT Bank,37,Other,36-40
8a858e135cb22031015cbc509ff86d8f,Multinational Banks,44,Other,41-61
8a858faa56dffac60156f70874ef1dfd,Multinational Banks,35,Other,26-35
8a858ed1594a282f01594a4d14f50a58,GT Bank,43,Other,41-61
8a858f1e5cc4bc81015cc52a8b01416f,GT Bank,46,Lagos,41-61
8a858f475be98d5f015bebddca3c5216,Multinational Banks,32,Other,26-35
8a858f9f5bd99987015be6ee3a4317c5,GT Bank,33,Lagos,26-35
8a858edb5bd936e4015be394167c4698,Multinational Banks,36,Lagos,36-40
8a858e0f5c45466f015c546652e81026,Multinational Banks,35,Lagos,26-35
8a858e885c63d379015c6c93c57d5273,GT Bank,40,Other,36-40
8a858fbd5cd6054a015cd8f744c0531d,Multinational Banks,32,Other,26-35
8a858f6c5b5cff3d015b5d08e3110cd6,GT Bank,34,Lagos,26-35
8a858e675c3fe0a1015c417e73085191,Multinational Banks,36,Other,36-40
8a858f885aeb097f015aeb7643ca53f3,GT Bank,36,Lagos,36-40
8a858eb65c3b3074015c44572e8e1e23,Multinational Banks,49,Lagos,41-61
8a858f375b493337015b4943d3aa1027,Multinational Banks,37,Other,36-40
8a858f305cb1ec4e015cb5127be3452a,Multinational Banks,29,Lagos,26-35
8a858f8d56e0c3a70156fa3aa92e0b00,GT Bank,28,Lagos,26-35
8a858f68588604400158968766d72335,Multinational Banks,37,Other,36-40
8a858fc15b68ba6a015b7803816a6145,Multinational Banks,47,Lagos,41-61
8a858fab5cd5e1a7015cd8dccafc5f05,Multinational Banks,36,Lagos,36-40
8a858f455c59c478015c5a0915f22764,Multinational Banks,47,Other,41-61
8a858f7c59ab662b0159abe159a14a59,GT Bank,32,Lagos,26-35
8a8189f9526ad7de015280bef19d5811,GT Bank,30,Other,26-35
8a858ea75b1fd476015b205480bd6adc,Multinational Banks,40,Other,36-40
8a858f2e5c699f3a015c749e4d090695,Multinational Banks,34,Lagos,26-35
8a858f665d5b785d015d5f68ed617390,Multinational Banks,50,Lagos,41-61
8a858e4b5a94ae68015a99e158082f22,Multinational Banks,47,Other,41-61
8a858ec75bfd77c4015c03059d72473f,Multinational Banks,37,Lagos,36-40
8a858f265c1c393e015c20a051d858b0,Multinational Banks,36,Lagos,36-40
8a858ec35a428dcc015a460e4bbe2929,GT Bank,29,Other,26-35
8a858f5d5929e0fd015930a90a110ef4,Multinational Banks,48,Other,41-61
8a8588fd53c244bc0153c7d786e9171d,Multinational Banks,37,Lagos,36-40
8a858eec5d4232a5015d4fbcfe6414ea,Multinational Banks,36,Other,36-40
8a85898a53bc15600153cac0a9e906a3,Multinational Banks,35,Lagos,26-35
8a858f6e5a951fc2015a9e1a76993ed7,Multinational Banks,31,Other,26-35
8a858fe5569398920156b6f3848b4b76,Multinational Banks,28,Other,26-35
8a858efb54ccb4820154cd9a41672ee0,Multinational Banks,33,Other,26-35
8a858e985ccb51e8015ccbeabb873fae,GT Bank,29,Other,26-35
8a858fc95ce99dd6015cee5236477069,Multinational Banks,42,Lagos,41-61
8a8588f853b1b2d40153b2bb48d41263,Multinational Banks,36,Other,36-40
8a858ee45b39aa80015b3d2c44840c87,GT Bank,31,Lagos,26-35
8a858f845d13beed015d167bbf1802b2,Multinational Banks,36,Other,36-40
8a858e955cf51403015cf8234be27d07,Multinational Banks,30,Other,26-35
8a858fd85507735701550d82f1b723ff,Multinational Banks,42,Other,41-61
8a858fd05bfd7d3c015bfdcdd8e223da,Multinational Banks,40,Lagos,36-40
8a2ad9ce4c453e06014c4b3175e52407,Multinational Banks,48,Lagos,41-61
8a85893d53f104eb0154055224bd3220,Multinational Banks,31,Lagos,26-35
8a858f7d5cf9aef9015d0bcf7158560d,GT Bank,47,Lagos,41-61
8a858f045bab240c015baf9f84ab6e67,Multinational Banks,44,Other,41-61
8a858ec65cf4605b015cf4ed88665334,Multinational Banks,36,Other,36-40
8a858e235be813f6015be9ec4cdf2666,GT Bank,29,Other,26-35
8a858f995d32ae84015d3539f6585536,GT Bank,42,Other,41-61
8a858eb75c21a2b9015c3411a0cc281b,GT Bank,49,Lagos,41-61
8a858e905d41e83b015d487d09274ec7,GT Bank,33,Other,26-35
8a858f1a5bd828f9015bd85e04b824f8,GT Bank,43,Lagos,41-61
8a858e5856b7840c0156bcc7ca5f1618,Multinational Banks,32,Other,26-35
8a858f365668e43901566e36f0ed06d3,Multinational Banks,27,Other,26-35
8a858eb85cef9327015cefb8167a1dfe,Multinational Banks,38,Other,36-40
8a858ed25ba09f98015ba9a3696f65db,Multinational Banks,32,Other,26-35
8a858f005c59e532015c5a89b8405010,Multinational Banks,40,Other,36-40
8a8589595384a85301539875d3d51e79,Multinational Banks,28,Other,26-35
8a858e94580afa79015829ebf4d974d1,Multinational Banks,37,Other,36-40
8a858e655cd0642d015cd4649feb50cb,GT Bank,30,Other,26-35
8a858eb85c5f0e01015c6347b13d5981,Multinational Banks,47,Other,41-61
8a858e3e5922ba4301592d167a8d19b7,Multinational Banks,32,Other,26-35
8a858f615623747d01562c548649609d,GT Bank,30,Lagos,26-35
8a858ea555d9e6020155f60b676343b3,Multinational Banks,49,Other,41-61
8a858e205c21d53a015c24b30b8c2f39,Multinational Banks,36,Other,36-40
8a858f685a384e25015a39302e0d48a9,Multinational Banks,32,Lagos,26-35
8a85893d53f104eb015409e83f5b166a,Multinational Banks,46,Other,41-61
8a858f975c4582c4015c460343bc3883,Multinational Banks,32,Lagos,26-35
8a858e6d58b0cc520158b12136e119c8,GT Bank,32,Other,26-35
8a858fb759878fc90159879cddf605ef,GT Bank,35,Lagos,26-35
8a858fca5c35df2c015c3700113b4c9d,GT Bank,33,Other,26-35
8a858f5f5b39bb0c015b3a38ded96c67,GT Bank,32,Lagos,26-35
8a858eb05d2d1297015d317c118f380e,GT Bank,58,Other,41-61
8a858f625d611181015d648a6bed41c8,GT Bank,34,Lagos,26-35
8a858e435bedeb4f015bee72a6153764,Multinational Banks,28,Other,26-35
8a858fce5c360eb7015c39ab64e83dd8,Multinational Banks,59,Other,41-61
8a858ee25b34d796015b38a410286d92,Multinational Banks,38,Other,36-40
8a858ee55cb156e6015cb4b3c2271dc0,Multinational Banks,38,Lagos,36-40
8a858f8d56e0c3a70156e40f165d6f7b,GT Bank,38,Other,36-40
8a858fd458639fcc015864dcf2b55285,Multinational Banks,31,Lagos,26-35
8a858fab5cd5e1a7015ce4f4759405e8,Multinational Banks,55,Lagos,41-61
8a858e525cac859d015caee19f745160,GT Bank,32,Lagos,26-35
8a858ee755a0c84a0155c0c075543408,GT Bank,38,Lagos,36-40
8a858ee45a1e6afb015a1fb42e13541f,Multinational Banks,34,Other,26-35
8a858e705b3a03c7015b3ccbeba01c10,GT Bank,38,Other,36-40
8a858eed5756fb0e015758826c1076d8,GT Bank,34,Other,26-35
8a858e955add2971015ae7ef19787097,Multinational Banks,33,Lagos,26-35
8a858f7e5c213ef4015c258219290f35,Multinational Banks,35,Lagos,26-35
8a858edf5c69a538015c77f4b872748b,GT Bank,31,Lagos,26-35
8a858f7057b918e40157d465d8725583,GT Bank,32,Lagos,26-35
8a858fb557330de10157375c12ec1bff,GT Bank,31,Other,26-35
8a858f7e5c213ef4015c2520556801c1,GT Bank,34,Other,26-35
8a858e6d5b252065015b29d353784928,GT Bank,35,Other,26-35
8a85891e53ad0e6b0153b02de6592330,Multinational Banks,42,Other,41-61
8a858e4e5b33db76015b33ebabde13b5,Multinational Banks,36,Other,36-40
8a858ff45ca0ec96015ca173a34046a4,Multinational Banks,36,Other,36-40
8a858f0056b7cf8e0156c0b3f1323b0d,Multinational Banks,35,Lagos,26-35
8a858e9059ff9e79015a020e58724c2e,Multinational Banks,34,Other,26-35
8a85888c54be35040154c4d992b40fbe,Multinational Banks,49,Other,41-61
8a858fca5c35df2c015c38d68d546e8e,GT Bank,33,Lagos,26-35
8a858e875c63d395015c73ab361a141b,Multinational Banks,30,Other,26-35
8a858ed45becf685015bed6fceb6498b,Multinational Banks,32,Lagos,26-35
8a858f9158aff6a30158b5f2ff887585,GT Bank,48,Lagos,41-61
8a858f665cf43442015cf4504cd91679,Multinational Banks,50,Lagos,41-61
8a858e9d5bfd7037015bfd9fe4ec0ed7,GT Bank,40,Other,36-40
8a858e51584a1fc701584a20d4560048,Multinational Banks,39,Other,36-40
8a858f1a5ccb60ae015ccf6a6a127aa3,GT Bank,31,Other,26-35
8a858e765507208301550ad47dbd0a73,Multinational Banks,45,Lagos,41-61
8a858eb75c21a2b9015c2aff4a5f448a,GT Bank,44,Other,41-61
8a858ffb5b350b52015b385bb95d3a28,GT Bank,34,Other,26-35
8a858e455c1bf763015c1c05a746088b,GT Bank,35,Lagos,26-35
8a858f78550ba104015514abf59e56b3,Multinational Banks,41,Other,41-61
8a858f975c4582c4015c509c73f62489,Multinational Banks,34,Other,26-35
8a858fa1590804320159088fd2fa1824,GT Bank,44,Other,41-61
8a858fe75b48bd45015b48bea120024a,Multinational Banks,33,Lagos,26-35
8a858f225bfdb280015c0742b3c63016,Multinational Banks,36,Lagos,36-40
8a858fbc594a495c01594a5d40b0035c,Multinational Banks,33,Other,26-35
8a858f585bfd6341015c024bcc5369b1,Multinational Banks,36,Other,36-40
8a858f685886044001588b8117fc6188,Multinational Banks,34,Lagos,26-35
8a858f5e599783c001599c3cf3c00419,Multinational Banks,39,Other,36-40
8a858fd35b3ec939015b3ee758bd2cca,GT Bank,30,Other,26-35
8a85889853f0fbaa0154073e85277d85,GT Bank,39,Other,36-40
8a858e0159f57d2c0159f981d9044ac8,GT Bank,38,Lagos,36-40
8a858f185b390ca6015b3911a4b90979,Multinational Banks,57,Other,41-61
8a858f965bb63a25015bbc7b99e70180,Multinational Banks,30,Other,26-35
8a858e9b562dc74801562f4b84e3106d,Multinational Banks,30,Other,26-35
8a858e785c8d9167015c92299ef81a09,Multinational Banks,33,Other,26-35
8a858fee5d1878f4015d1884ac060cde,Multinational Banks,46,Other,41-61
8a1a1e7e4f707f8b014f797718316cad,Multinational Banks,43,Lagos,41-61
8a858ef258d4a48b0158e998c5794c1c,GT Bank,34,Other,26-35
8a858f385b34d285015b351d132b3ae8,Multinational Banks,55,Other,41-61
8a858f2c58dc6e680158ddc5674b32d7,Multinational Banks,50,Lagos,41-61
8a858f255cb1710a015cc098df8b7fce,Multinational Banks,33,Other,26-35
8a858f4f552ae10101552bbe69264046,GT Bank,39,Lagos,36-40
8a858f365b2547f3015b2b5c729d5724,Multinational Banks,37,Lagos,36-40
8a858ff35c63d750015c65b799943098,Multinational Banks,34,Lagos,26-35
8a858f615578136301557e762f974b9f,Multinational Banks,29,Lagos,26-35
8a858f5e5bedf32a015bee35cb9622df,Multinational Banks,35,Other,26-35
8a858fab5cd5e1a7015cdeddd8590ea3,Multinational Banks,50,Other,41-61
8a858e345be813ea015beb1a5dcc2a2b,GT Bank,34,Other,26-35
8a858fea5b8c314d015b8d51dc2d7d31,GT Bank,35,Lagos,26-35
8a858fcf5b39c3ba015b3baf14b64c62,Multinational Banks,37,Lagos,36-40
8a858e2155defefd0155df432f691e33,Multinational Banks,38,Other,36-40
8a858f275c451af5015c4e29f5373134,GT Bank,39,Lagos,36-40
8a858f725b49c0c0015b525cb85f0552,Multinational Banks,38,Other,36-40
8a858899538ddb8e01539adc8fa174ee,GT Bank,31,Lagos,26-35
8a858ff85b339568015b33e96b393bff,GT Bank,33,Lagos,26-35
8a858e165ad25487015ad6eb97ee2fbe,Multinational Banks,40,Other,36-40
8a858e685c217d36015c22d730c532f0,GT Bank,29,Lagos,26-35
8a858e6f5668e01701566fdae56a620c,Multinational Banks,43,Lagos,41-61
8a858f475c11bc72015c11f34af81f66,Multinational Banks,32,Other,26-35
8a858ec85a8530ec015a8535b0e3029a,GT Bank,43,Other,41-61
8a858ee55cb156e6015cbb9fb27c2ad1,GT Bank,35,Lagos,26-35
8a858f375b493337015b4b87fd557c4f,Multinational Banks,39,Other,36-40
8a858f5f5b39bb0c015b3a2c2e0666e5,GT Bank,42,Other,41-61
8a858f6e5a951fc2015a9b293e631f3d,GT Bank,36,Lagos,36-40
8a858f2a5b3f2121015b404cbaab09da,Multinational Banks,31,Other,26-35
8a858f8d56e0c3a70156fe8e28c92bae,Multinational Banks,38,Lagos,36-40
8a858fd95c3b5bca015c40f1b1a005ec,Multinational Banks,31,Lagos,26-35
8a858ff455a09f5a0155bb3d7ced7fe8,Multinational Banks,28,Lagos,26-35
8a76e7d443e6e97c0143ed0a13cb4f61,GT Bank,48,Lagos,41-61
8a858eb4588604f701589b8ee6830979,GT Bank,45,Other,41-61
8a858e625c8d993a015c9d5faeb40644,Multinational Banks,38,Other,36-40
8a858f055c831d5b015c864e7426076e,Multinational Banks,39,Other,36-40
8a858f605b911d60015b9c7ded557f4b,GT Bank,29,Lagos,26-35
8a858e255b910db1015b9762d6b73292,Multinational Banks,33,Other,26-35
8a858ff55b444a8c015b4755aa3236bf,Multinational Banks,37,Other,36-40
8a858ee758a4dfbc0158b0eba61a2541,Multinational Banks,31,Other,26-35
8a858e69566ae5b801568db4c5892cb6,Multinational Banks,41,Other,41-61
8a858f1e5add5268015ade70d6e220fa,Multinational Banks,39,Other,36-40
8a858e215afc0662015affe525c27d00,Multinational Banks,40,Other,36-40
8a858ee755a0c84a0155bfe660ea0bcc,Multinational Banks,35,Other,26-35
8a858fbd5cd6054a015cda2e86250976,GT Bank,43,Lagos,41-61
8a8589a453bc422d0153c724edd84327,Multinational Banks,30,Other,26-35
8a858ffd5c8d343d015c979e2c33038e,GT Bank,47,Other,41-61
8a858fb557330de101573d9e848a6536,Multinational Banks,27,Other,26-35
8a85898a53bc15600153c7b188b67a9e,GT Bank,35,Other,26-35
8a858e6c5c88d145015c97d3d7401cc4,Multinational Banks,57,Other,41-61
8a858e375b642efc015b660e6d034263,Multinational Banks,35,Other,26-35
8a858e615c832be8015c87cc64661017,GT Bank,35,Lagos,26-35
8a858e475c1c2ea7015c204c71df404c,GT Bank,30,Lagos,26-35
8a858fee5863a04901586cb3f8b5798a,GT Bank,29,Other,26-35
8a858ff25c8250c1015c8290987c2be5,Multinational Banks,55,Lagos,41-61
8a858ee85c7da7c5015c7e197b7d3b74,Multinational Banks,44,Lagos,41-61
8a858f305c8dd672015c97fcd16d5846,Multinational Banks,32,Other,26-35
8a858fd75bb62bbe015bc52a13c36f6c,GT Bank,29,Other,26-35
8a85880353acff880153b9993fe358d9,Multinational Banks,34,Other,26-35
8a858eda552adcc201555d90a72d7a22,GT Bank,38,Lagos,36-40
8a858f965c6950da015c7825e09e6801,Multinational Banks,42,Other,41-61
8a858ee45b39aa80015b3ae1004602fa,Multinational Banks,42,Lagos,41-61
8a858f2b5bf35819015bf4754ed45734,Multinational Banks,36,Other,36-40
8a858e935cedfe55015cee71530e4d2c,Multinational Banks,32,Lagos,26-35
8a858eda5c8863ff015c9e0131d10bbd,Multinational Banks,47,Other,41-61
8a858fe758dc437a0159029c13e9186c,Multinational Banks,38,Lagos,36-40
8a858e245c214660015c216f62010d6e,GT Bank,47,Other,41-61
8a858e3c5853733801586a30c5c04575,Multinational Banks,29,Lagos,26-35
8a858ee55cb156e6015cbd3d5e3555c2,GT Bank,36,Lagos,36-40
8a858e905d41e83b015d4657f3cd0dbc,GT Bank,61,Lagos,41-61
8a858edd5c8348c4015c8706b3eb4c5c,GT Bank,52,Other,41-61
8a858fca5c35df2c015c3841f389641e,Multinational Banks,36,Lagos,36-40
8a858fcb5d605acc015d6081f2731909,Multinational Banks,44,Other,41-61
8a858e705668e167015673997f4643f3,Multinational Banks,34,Other,26-35
8a858fa358f8275101590297dbea5636,GT Bank,33,Other,26-35
8a6b87fe4d56512d014d57af446e7ad0,Multinational Banks,50,Lagos,41-61
8a858e995bfc46c6015bfccf20b3451c,GT Bank,56,Lagos,41-61
8a8588dc536a141301536b1506f20efb,Multinational Banks,47,Other,41-61
8a858e5b5bd99460015be19d989363d3,Multinational Banks,33,Lagos,26-35
8a858e185b4923b4015b4e60a5c475ca,GT Bank,47,Lagos,41-61
8a858e185b4923b4015b546070020159,Multinational Banks,42,Other,41-61
8a858f265b5c418f015b5c58effa1a88,Multinational Banks,42,Lagos,41-61
8a858e5b5ca767e1015ca9d8f9d750f4,Multinational Banks,28,Other,26-35
8a858e3d55ca3ef60155ce643a0663d5,Multinational Banks,42,Lagos,41-61
8a858e6f5668e01701568ca49e112c41,Multinational Banks,35,Other,26-35
8a858e6d58b0cc520158b1932da631fe,GT Bank,32,Lagos,26-35
8a858ea25bf369e4015bf791083d1be4,GT Bank,31,Lagos,26-35
8a858ed25b1b19eb015b1b59dc1b15a7,Multinational Banks,33,Other,26-35
8a858f01588603fa01589057d59a49a4,GT Bank,30,Other,26-35
8a858fcd56b9f22c0156db6aff8428f7,Multinational Banks,34,Lagos,26-35
8a85888c54a05b820154aa79afb15290,GT Bank,33,Lagos,26-35
8a858e3257b91c6d0157cc224b4e0b81,GT Bank,38,Lagos,36-40
8a858e8d56b784480156d7d32d347963,Multinational Banks,33,Lagos,26-35
8a858f9f5679951a015689f941316720,Multinational Banks,41,Lagos,41-61
8a858ffc5baffa85015bb43ec7b56b00,GT Bank,41,Other,41-61
8a858f295c8d307f015c9b0c82c6605b,Multinational Banks,51,Lagos,41-61
8a858f965c6950da015c7ca00bf21715,Multinational Banks,38,Other,36-40
8a858f3d5bfc954e015bfcc137851d9d,Multinational Banks,44,Other,41-61
8a858f6459b2320a0159b322c80f5306,Multinational Banks,52,Other,41-61
8a858fa5552add5d01552f0382527a7e,Multinational Banks,33,Other,26-35
8a858f615b1ffb14015b21d3541d018b,GT Bank,35,Other,26-35
8a858ff85bd93919015be343ec543f5a,GT Bank,39,Other,36-40
8a858e645654fdc40156551f17c80e06,GT Bank,27,Lagos,26-35
8a858e655a047d1a015a08e7325312ff,Multinational Banks,44,Other,41-61
8a858fd3552c756201554b67d6fb4234,Multinational Banks,39,Other,36-40
8a858e5b5bd99460015be39f12b71b0a,GT Bank,33,Lagos,26-35
8a858fcb5d0ed176015d0efab3180966,GT Bank,35,Other,26-35
8a858f775d0e8a23015d1213843d3896,Multinational Banks,45,Other,41-61
8a858ead5b66b9c1015b66cad65810c7,Multinational Banks,50,Lagos,41-61
8a8589045384bd8301539e134b745638,Multinational Banks,44,Lagos,41-61
8a858f7d5be8748c015be8ce824c40a3,Multinational Banks,47,Lagos,41-61
8a858f9c56aaf37d0156b6ec1be309d6,Multinational Banks,35,Lagos,26-35
8a858eec5aaf010c015ab38e3e383120,Multinational Banks,32,Other,26-35
8a858f555cc65d60015cc87c7641417a,GT Bank,33,Other,26-35
8a858e2c5aa96d03015aad08250b34f7,GT Bank,31,Lagos,26-35
8a858f7b5ca7abe3015ca859c9f62413,Multinational Banks,46,Other,41-61
8a858fa25bd92c20015be332daa35ecf,Multinational Banks,44,Other,41-61
8a858f1b5b256bc9015b3039f72a13d5,Multinational Banks,37,Lagos,36-40
8a858f295c8d307f015c90c20c5258ee,Multinational Banks,35,Other,26-35
8a858e3d5c3b5122015c408c5c046a18,GT Bank,39,Other,36-40
8a858f065b1fe50a015b1fed920f0c90,GT Bank,36,Lagos,36-40
8a858f095b86f177015b870bcd871302,GT Bank,39,Lagos,36-40
8a858f265b394f74015b3954a1400698,GT Bank,37,Lagos,36-40
8a858fd858e2f19a0158fed15f3a3806,Multinational Banks,37,Other,36-40
8a858e3a54e33702015516e3d21a3f08,Multinational Banks,36,Other,36-40
8a858f745b86e128015b872a3a063068,GT Bank,38,Other,36-40
8a8588235375c27f01537f79100c40c3,Multinational Banks,33,Other,26-35
8a858fd95c3b5bca015c4097e9ef79b1,GT Bank,47,Lagos,41-61
8a858f555cacacdf015cb000734204fa,Multinational Banks,38,Other,36-40
8a858fcd56b9f22c0156d8afaef02fd8,Multinational Banks,29,Other,26-35
8a858fff5a36fe68015a3733e2131686,Multinational Banks,27,Other,26-35
8a858fcf5b39c3ba015b39e4d0742417,Multinational Banks,36,Other,36-40
8a858e6a5bfd4b54015c0b1d85ef208e,GT Bank,36,Other,36-40
8a858e085ca0b5e8015ca0bacc7e0208,GT Bank,38,Other,36-40
8a858e5e5d51031d015d513ff3b9267f,Multinational Banks,39,Other,36-40
8a858e765507208301550b5cb3ae27bc,GT Bank,39,Lagos,36-40
8a858f9c56aaf37d0156ac3dcf0f06c9,Multinational Banks,50,Lagos,41-61
8a858f225bfdb280015c06200b660d25,GT Bank,42,Other,41-61
8a858eaf570f3a0a0157230080664ee0,GT Bank,46,Lagos,41-61
8a85884e548fad6501549a053d8a74fd,Multinational Banks,39,Lagos,36-40
8a81894c529babae0152a10bafeb6895,Multinational Banks,39,Lagos,36-40
8a858e0c5bf343de015bf762be82124b,Multinational Banks,33,Other,26-35
8a858e495cef1ef1015cf3a804e535d7,Multinational Banks,39,Other,36-40
8a858e495cef1ef1015cf3901dc62a7d,Multinational Banks,43,Other,41-61
8a858e3c585373380158541ec9ea2d9c,GT Bank,36,Other,36-40
8a858f1e5cef1d91015ceff83cb8577f,GT Bank,42,Lagos,41-61
8a858f305c8dd672015c9d62596676c3,GT Bank,36,Other,36-40
8a858e0f5577f57901557ccf46ce3b55,GT Bank,50,Lagos,41-61
8a85893d53f104eb0154012858000b78,Multinational Banks,40,Lagos,36-40
8a858e045cd5b1d6015cdac5a9fe38be,Multinational Banks,46,Other,41-61
8a858e6e55c554c20155c6d8e2925c62,GT Bank,34,Lagos,26-35
8a858f0c5cc68025015cc6c4f6ba1658,Multinational Banks,39,Other,36-40
8a858fb15a41784f015a41921e4c142b,GT Bank,41,Lagos,41-61
8a858ec95afc0922015afcf961164042,Multinational Banks,37,Lagos,36-40
8a858e955add2971015ae0fb8d6807d9,Multinational Banks,30,Other,26-35
8a858ffa55ca72a50155ead217ad624e,Multinational Banks,32,Other,26-35
8a858fe756939bbb0156a065ee3426d1,GT Bank,38,Other,36-40
8a858f5e5bedf32a015beeb96d0a4ddf,Multinational Banks,41,Other,41-61
8a85882653e2eb990153e6349161513e,Multinational Banks,41,Lagos,41-61
8a8589a453bc422d0153c3b0afc75159,GT Bank,46,Other,41-61
8a858fb959976ce00159a0c2d6453d0c,Multinational Banks,30,Other,26-35
8a858e255557edfe01556f9c8e4321ad,GT Bank,39,Other,36-40
8a858e5c56f98bad0156fec9e9326a62,Multinational Banks,37,Other,36-40
8a858e5856b7840c0156bbf9338d4bd6,GT Bank,41,Other,41-61
8a858e345be813ea015be9d95ff314df,GT Bank,30,Lagos,26-35
8a858e905bf2fa58015bf676bbf639a1,Multinational Banks,38,Other,36-40
8a858e8e58f6d66f0158ff063d6d38cd,Multinational Banks,36,Other,36-40
8a858fd3552c756201554a0014cb700b,Multinational Banks,40,Lagos,36-40
8a858fde5800dc86015801acc2c759e1,Multinational Banks,31,Lagos,26-35
8a858f965c6950da015c6acefa5f661f,Multinational Banks,38,Lagos,36-40
8a858f8a5b38c510015b38cca8030b12,Multinational Banks,34,Lagos,26-35
8a858f99560bbe4501560e67467e3832,GT Bank,50,Other,41-61
8a858ebc572e1e3a0157390426b3300f,GT Bank,40,Other,36-40
8a858e0c552ae0b80155504019352754,GT Bank,40,Lagos,36-40
8a858eb75c21a2b9015c310ae7325a77,Multinational Banks,30,Other,26-35
8a858ef25c8393f8015c863b8c0549f7,Multinational Banks,32,Lagos,26-35
8a858f6155781363015589cc40185843,GT Bank,29,Lagos,26-35
8a858f055d0e3d8c015d0f9033d26ff1,GT Bank,50,Lagos,41-61
8a858ea35b62a3e1015b62d3ec90281b,Multinational Banks,40,Lagos,36-40
8a858edf55ca17ba0155ca8650662602,GT Bank,36,Lagos,36-40
8a858efe5bca0a81015bcd3ec30c6022,Multinational Banks,37,Other,36-40
