customerid,bank_account_type,bank_name_clients,employment_status_clients,age,state
8a858ee45a1e6afb015a1fb42e13541f,Savings,Multinational Banks,,26-35,Other
8a858e705b3a03c7015b3ccbeba01c10,Savings,GT Bank,Permanent,36-40,Other
8a858eed5756fb0e015758826c1076d8,Savings,GT Bank,Permanent,26-35,Other
8a858e955add2971015ae7ef19787097,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f095c3b2c30015c3cb53f584d24,Savings,National Banks,,41-61,Other
8a858f7e5c213ef4015c258219290f35,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858edf5c69a538015c77f4b872748b,Savings,GT Bank,Permanent,26-35,Lagos
8a858f7057b918e40157d465d8725583,Other,GT Bank,Permanent,26-35,Lagos
8a858fb557330de10157375c12ec1bff,Savings,GT Bank,Permanent,26-35,Other
8a858f7e5c213ef4015c2520556801c1,Savings,GT Bank,Permanent,26-35,Other
8a858e6d5b252065015b29d353784928,Savings,GT Bank,Permanent,26-35,Other
8a85891e53ad0e6b0153b02de6592330,Other,Multinational Banks,Permanent,41-61,Other
8a858e4e5b33db76015b33ebabde13b5,Savings,Multinational Banks,Permanent,36-40,Other
8a858ff45ca0ec96015ca173a34046a4,Savings,Multinational Banks,Permanent,36-40,Other
8a858efd5ca70688015ca7ead745627c,Savings,National Banks,Permanent,26-35,Other
8a858f0056b7cf8e0156c0b3f1323b0d,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e9059ff9e79015a020e58724c2e,Savings,Multinational Banks,Permanent,26-35,Other
8a85888c54be35040154c4d992b40fbe,Savings,Multinational Banks,Other,41-61,Other
8a858fca5c35df2c015c38d68d546e8e,Savings,GT Bank,,26-35,Lagos
8a858e875c63d395015c73ab361a141b,Savings,Multinational Banks,Permanent,26-35,Other
8a858ed45becf685015bed6fceb6498b,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f9158aff6a30158b5f2ff887585,Savings,GT Bank,Permanent,41-61,Lagos
8a858f665cf43442015cf4504cd91679,Savings,Multinational Banks,,41-61,Lagos
8a858e9d5bfd7037015bfd9fe4ec0ed7,Savings,GT Bank,Permanent,36-40,Other
8a858e51584a1fc701584a20d4560048,Other,Multinational Banks,Permanent,36-40,Other
8a858f1a5ccb60ae015ccf6a6a127aa3,Savings,GT Bank,Permanent,26-35,Other
8a858e765507208301550ad47dbd0a73,Other,Multinational Banks,Permanent,41-61,Lagos
8a858eb75c21a2b9015c2aff4a5f448a,Savings,GT Bank,Permanent,41-61,Other
8a858ffb5b350b52015b385bb95d3a28,Savings,GT Bank,,26-35,Other
8a858e455c1bf763015c1c05a746088b,Savings,GT Bank,Permanent,26-35,Lagos
8a858f78550ba104015514abf59e56b3,Other,Multinational Banks,Permanent,41-61,Other
8a858f975c4582c4015c509c73f62489,Savings,Multinational Banks,Permanent,26-35,Other
8a858fa1590804320159088fd2fa1824,Savings,GT Bank,Permanent,41-61,Other
8a858fe75b48bd45015b48bea120024a,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f225bfdb280015c0742b3c63016,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fbc594a495c01594a5d40b0035c,Savings,Multinational Banks,Permanent,26-35,Other
8a858ff9580b881201580bac5a811068,Savings,National Banks,Other,26-35,Other
8a858f585bfd6341015c024bcc5369b1,Savings,Multinational Banks,Permanent,36-40,Other
8a858f685886044001588b8117fc6188,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f5e599783c001599c3cf3c00419,Savings,Multinational Banks,Permanent,36-40,Other
8a858fd35b3ec939015b3ee758bd2cca,Savings,GT Bank,Permanent,26-35,Other
8a85889853f0fbaa0154073e85277d85,Other,GT Bank,Other,36-40,Other
8a858e0159f57d2c0159f981d9044ac8,Savings,GT Bank,,36-40,Lagos
8a858f185b390ca6015b3911a4b90979,Savings,Multinational Banks,,41-61,Other
8a858f965bb63a25015bbc7b99e70180,Savings,Multinational Banks,Permanent,26-35,Other
8a858e9b562dc74801562f4b84e3106d,Savings,Multinational Banks,Other,26-35,Other
8a858e785c8d9167015c92299ef81a09,Savings,Multinational Banks,Permanent,26-35,Other
8a858fee5d1878f4015d1884ac060cde,Savings,Multinational Banks,Permanent,41-61,Other
8a1a1e7e4f707f8b014f797718316cad,Other,,Permanent,41-61,Lagos
8a858ef258d4a48b0158e998c5794c1c,Savings,GT Bank,Permanent,26-35,Other
8a858f385b34d285015b351d132b3ae8,Savings,Multinational Banks,Permanent,41-61,Other
8a858f2c58dc6e680158ddc5674b32d7,Savings,Multinational Banks,,41-61,Lagos
8a858f255cb1710a015cc098df8b7fce,Savings,Multinational Banks,Permanent,26-35,Other
8a858f4f552ae10101552bbe69264046,Other,GT Bank,Permanent,36-40,Lagos
8a858f365b2547f3015b2b5c729d5724,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858ff35c63d750015c65b799943098,Savings,Multinational Banks,,26-35,Lagos
8a858f615578136301557e762f974b9f,Other,,Permanent,26-35,Lagos
8a858f5e5bedf32a015bee35cb9622df,Other,Multinational Banks,Permanent,26-35,Other
8a858fab5cd5e1a7015cdeddd8590ea3,Savings,Multinational Banks,Permanent,41-61,Other
8a858e345be813ea015beb1a5dcc2a2b,Savings,GT Bank,Permanent,26-35,Other
8a858fea5b8c314d015b8d51dc2d7d31,Savings,GT Bank,Permanent,26-35,Lagos
8a858fcf5b39c3ba015b3baf14b64c62,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e2155defefd0155df432f691e33,Savings,Multinational Banks,Permanent,36-40,Other
8a858f275c451af5015c4e29f5373134,Savings,GT Bank,,36-40,Lagos
8a858f725b49c0c0015b525cb85f0552,Savings,Multinational Banks,Permanent,36-40,Other
8a858899538ddb8e01539adc8fa174ee,Savings,GT Bank,Permanent,26-35,Lagos
8a858ff85b339568015b33e96b393bff,Savings,GT Bank,Permanent,26-35,Lagos
8a858e165ad25487015ad6eb97ee2fbe,Savings,Multinational Banks,,36-40,Other
8a858e685c217d36015c22d730c532f0,Savings,GT Bank,Permanent,26-35,Lagos
8a858e6f5668e01701566fdae56a620c,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f475c11bc72015c11f34af81f66,Savings,Multinational Banks,Permanent,26-35,Other
8a858ec85a8530ec015a8535b0e3029a,Savings,GT Bank,Permanent,41-61,Other
8a858ee55cb156e6015cbb9fb27c2ad1,Savings,GT Bank,Permanent,26-35,Lagos
8a858f375b493337015b4b87fd557c4f,Savings,Multinational Banks,Permanent,36-40,Other
8a858f5f5b39bb0c015b3a2c2e0666e5,Savings,GT Bank,Permanent,41-61,Other
8a858f6e5a951fc2015a9b293e631f3d,Savings,GT Bank,Permanent,36-40,Lagos
8a858f2a5b3f2121015b404cbaab09da,Savings,Multinational Banks,,26-35,Other
8a858f8d56e0c3a70156fe8e28c92bae,Savings,Multinational Banks,Other,36-40,Lagos
8a858fd95c3b5bca015c40f1b1a005ec,Savings,Multinational Banks,,26-35,Lagos
8a858ff455a09f5a0155bb3d7ced7fe8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a76e7d443e6e97c0143ed0a13cb4f61,Savings,GT Bank,Permanent,41-61,Lagos
8a858eb4588604f701589b8ee6830979,Savings,GT Bank,Permanent,41-61,Other
8a858e625c8d993a015c9d5faeb40644,Savings,Multinational Banks,Permanent,36-40,Other
8a858f055c831d5b015c864e7426076e,Savings,Multinational Banks,,36-40,Other
8a858fa05908043801590d3c3a4e6f83,Savings,National Banks,,41-61,Other
8a858f605b911d60015b9c7ded557f4b,Savings,GT Bank,Permanent,26-35,Lagos
8a858fee57005c96015703ab6c02708e,Other,National Banks,Permanent,36-40,Lagos
8a858e255b910db1015b9762d6b73292,Savings,Multinational Banks,Permanent,26-35,Other
8a858ff55b444a8c015b4755aa3236bf,Savings,Multinational Banks,,36-40,Other
8a858ee758a4dfbc0158b0eba61a2541,Savings,Multinational Banks,Permanent,26-35,Other
8a858e69566ae5b801568db4c5892cb6,Other,Multinational Banks,Other,41-61,Other
8a858f1e5add5268015ade70d6e220fa,Savings,Multinational Banks,Permanent,36-40,Other
8a858e215afc0662015affe525c27d00,Savings,Multinational Banks,Permanent,36-40,Other
8a858ee755a0c84a0155bfe660ea0bcc,Savings,Multinational Banks,Permanent,26-35,Other
8a858fbd5cd6054a015cda2e86250976,Savings,GT Bank,Permanent,41-61,Lagos
8a8589a453bc422d0153c724edd84327,Savings,Multinational Banks,Permanent,26-35,Other
8a858ffd5c8d343d015c979e2c33038e,Savings,GT Bank,,41-61,Other
8a858fb557330de101573d9e848a6536,Other,Multinational Banks,Other,26-35,Other
8a85898a53bc15600153c7b188b67a9e,Savings,GT Bank,Permanent,26-35,Other
8a858e6c5c88d145015c97d3d7401cc4,Savings,Multinational Banks,,41-61,Other
8a858e375b642efc015b660e6d034263,Savings,Multinational Banks,,26-35,Other
8a858e5b5bd99460015bd9ffce041c51,Other,National Banks,Permanent,36-40,Lagos
8a858e615c832be8015c87cc64661017,Savings,GT Bank,Permanent,26-35,Lagos
8a858e475c1c2ea7015c204c71df404c,Savings,GT Bank,,26-35,Lagos
8a858fee5863a04901586cb3f8b5798a,Savings,GT Bank,,26-35,Other
8a858ff25c8250c1015c8290987c2be5,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ee85c7da7c5015c7e197b7d3b74,Savings,Multinational Banks,,41-61,Lagos
8a858f725b49c0c0015b52a5f20b0ecd,Savings,National Banks,Permanent,41-61,Other
8a858f305c8dd672015c97fcd16d5846,Savings,Multinational Banks,Permanent,26-35,Other
8a858fd75bb62bbe015bc52a13c36f6c,Savings,GT Bank,Permanent,26-35,Other
8a85880353acff880153b9993fe358d9,Other,Multinational Banks,Other,26-35,Other
8a858eda552adcc201555d90a72d7a22,Other,GT Bank,,36-40,Lagos
8a858f965c6950da015c7825e09e6801,Savings,Multinational Banks,Permanent,41-61,Other
8a858ee45b39aa80015b3ae1004602fa,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f2b5bf35819015bf4754ed45734,Savings,Multinational Banks,Permanent,36-40,Other
8a858e245c58e0d6015c594f0b5c278e,Savings,National Banks,Permanent,26-35,Other
8a858e935cedfe55015cee71530e4d2c,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858eda5c8863ff015c9e0131d10bbd,Savings,Multinational Banks,Permanent,41-61,Other
8a858fe758dc437a0159029c13e9186c,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e245c214660015c216f62010d6e,Savings,GT Bank,,41-61,Other
8a858e3c5853733801586a30c5c04575,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ee55cb156e6015cbd3d5e3555c2,Savings,GT Bank,Permanent,36-40,Lagos
8a858e905d41e83b015d4657f3cd0dbc,Savings,GT Bank,Other,41-61,Lagos
8a858edd5c8348c4015c8706b3eb4c5c,Savings,GT Bank,,41-61,Other
8a858fca5c35df2c015c3841f389641e,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fcb5d605acc015d6081f2731909,Savings,Multinational Banks,,41-61,Other
8a858e705668e167015673997f4643f3,Savings,Multinational Banks,Permanent,26-35,Other
8a858fa358f8275101590297dbea5636,Savings,GT Bank,Permanent,26-35,Other
8a6b87fe4d56512d014d57af446e7ad0,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e995bfc46c6015bfccf20b3451c,Savings,GT Bank,Permanent,41-61,Lagos
8a858e045cd5b1d6015ce34aae8e63ed,Savings,National Banks,Permanent,41-61,Lagos
8a8588dc536a141301536b1506f20efb,Other,Multinational Banks,Other,41-61,Other
8a858e5b5bd99460015be19d989363d3,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e185b4923b4015b4e60a5c475ca,Savings,GT Bank,Permanent,41-61,Lagos
8a858e185b4923b4015b546070020159,Savings,Multinational Banks,Permanent,41-61,Other
8a858f265b5c418f015b5c58effa1a88,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e5b5ca767e1015ca9d8f9d750f4,Savings,Multinational Banks,,26-35,Other
8a858e3d55ca3ef60155ce643a0663d5,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e6f5668e01701568ca49e112c41,Savings,Multinational Banks,Other,26-35,Other
8a858e6d58b0cc520158b1932da631fe,Savings,GT Bank,Other,26-35,Lagos
8a858ea25bf369e4015bf791083d1be4,Savings,GT Bank,Permanent,26-35,Lagos
8a858ed25b1b19eb015b1b59dc1b15a7,Savings,Multinational Banks,,26-35,Other
8a858f01588603fa01589057d59a49a4,Savings,GT Bank,,26-35,Other
8a858fcd56b9f22c0156db6aff8428f7,Other,Multinational Banks,Other,26-35,Lagos
8a858fca5c830943015c8374df2b4096,Savings,National Banks,Permanent,41-61,Other
8a85888c54a05b820154aa79afb15290,Savings,GT Bank,Permanent,26-35,Lagos
8a858e3257b91c6d0157cc224b4e0b81,Other,GT Bank,Permanent,36-40,Lagos
8a858e8d56b784480156d7d32d347963,Other,Multinational Banks,Other,26-35,Lagos
8a858f9f5679951a015689f941316720,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ffc5baffa85015bb43ec7b56b00,Savings,GT Bank,Permanent,41-61,Other
8a858f295c8d307f015c9b0c82c6605b,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f9d5668e3f10156749815b41f4d,Other,National Banks,Other,26-35,Other
8a858f965c6950da015c7ca00bf21715,Savings,Multinational Banks,Permanent,36-40,Other
8a858f3d5bfc954e015bfcc137851d9d,Savings,Multinational Banks,,41-61,Other
8a858f6459b2320a0159b322c80f5306,Savings,Multinational Banks,Permanent,41-61,Other
8a858fa5552add5d01552f0382527a7e,Other,Multinational Banks,Permanent,26-35,Other
8a858f615b1ffb14015b21d3541d018b,Savings,GT Bank,Permanent,26-35,Other
8a858ff85bd93919015be343ec543f5a,Savings,GT Bank,,36-40,Other
8a858e645654fdc40156551f17c80e06,Other,GT Bank,Other,26-35,Lagos
8a858e655a047d1a015a08e7325312ff,Savings,Multinational Banks,Permanent,41-61,Other
8a858fd3552c756201554b67d6fb4234,Other,Multinational Banks,Permanent,36-40,Other
8a858e5b5bd99460015be39f12b71b0a,Savings,GT Bank,Permanent,26-35,Lagos
8a858fcb5d0ed176015d0efab3180966,Savings,GT Bank,,26-35,Other
8a858f775d0e8a23015d1213843d3896,Other,Multinational Banks,Permanent,41-61,Other
8a858ead5b66b9c1015b66cad65810c7,Savings,Multinational Banks,Permanent,41-61,Lagos
8a8589045384bd8301539e134b745638,Other,Multinational Banks,Permanent,41-61,Lagos
8a858f7d5be8748c015be8ce824c40a3,Savings,Multinational Banks,,41-61,Lagos
8a858f9c56aaf37d0156b6ec1be309d6,Other,Multinational Banks,Permanent,26-35,Lagos
8a858eec5aaf010c015ab38e3e383120,Savings,Multinational Banks,Permanent,26-35,Other
8a858f555cc65d60015cc87c7641417a,Savings,GT Bank,Permanent,26-35,Other
8a858e2c5aa96d03015aad08250b34f7,Savings,GT Bank,,26-35,Lagos
8a858f7b5ca7abe3015ca859c9f62413,Savings,Multinational Banks,Permanent,41-61,Other
8a858fa25bd92c20015be332daa35ecf,Savings,Multinational Banks,,41-61,Other
8a858f1b5b256bc9015b3039f72a13d5,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f295c8d307f015c90c20c5258ee,Savings,Multinational Banks,Permanent,26-35,Other
8a858e3d5c3b5122015c408c5c046a18,Savings,GT Bank,Permanent,36-40,Other
8a858f065b1fe50a015b1fed920f0c90,Savings,GT Bank,Permanent,36-40,Lagos
8a858f095b86f177015b870bcd871302,Savings,GT Bank,Permanent,36-40,Lagos
8a858f265b394f74015b3954a1400698,Savings,GT Bank,Permanent,36-40,Lagos
8a858fd858e2f19a0158fed15f3a3806,Savings,Multinational Banks,Permanent,36-40,Other
8a858e3a54e33702015516e3d21a3f08,Other,Multinational Banks,Permanent,36-40,Other
8a858f745b86e128015b872a3a063068,Savings,GT Bank,Permanent,36-40,Other
8a8588235375c27f01537f79100c40c3,Other,Multinational Banks,Permanent,26-35,Other
8a858fd95c3b5bca015c4097e9ef79b1,Savings,GT Bank,Permanent,41-61,Lagos
8a858f555cacacdf015cb000734204fa,Savings,Multinational Banks,Permanent,36-40,Other
8a858fcd56b9f22c0156d8afaef02fd8,Other,Multinational Banks,Permanent,26-35,Other
8a858fff5a36fe68015a3733e2131686,Savings,Multinational Banks,Permanent,26-35,Other
8a858fcf5b39c3ba015b39e4d0742417,Savings,Multinational Banks,Permanent,36-40,Other
8a858e6a5bfd4b54015c0b1d85ef208e,Savings,GT Bank,Permanent,36-40,Other
8a858e085ca0b5e8015ca0bacc7e0208,Savings,GT Bank,Permanent,36-40,Other
8a858e5e5d51031d015d513ff3b9267f,Savings,Multinational Banks,Permanent,36-40,Other
8a858e765507208301550b5cb3ae27bc,Other,GT Bank,Permanent,36-40,Lagos
8a858f9c56aaf37d0156ac3dcf0f06c9,Other,Multinational Banks,Permanent,41-61,Lagos
8a858f225bfdb280015c06200b660d25,Savings,GT Bank,Permanent,41-61,Other
8a858eaf570f3a0a0157230080664ee0,Other,GT Bank,Permanent,41-61,Lagos
8a85884e548fad6501549a053d8a74fd,Other,Multinational Banks,Permanent,36-40,Lagos
8a81894c529babae0152a10bafeb6895,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e0c5bf343de015bf762be82124b,Savings,Multinational Banks,Permanent,26-35,Other
8a858e495cef1ef1015cf3a804e535d7,Savings,Multinational Banks,Permanent,36-40,Other
8a858f1f5b48a72d015b48a73d40001e,Savings,National Banks,Permanent,26-35,Lagos
8a858e495cef1ef1015cf3901dc62a7d,Savings,Multinational Banks,Permanent,41-61,Other
8a858e3c585373380158541ec9ea2d9c,Other,GT Bank,,36-40,Other
8a858f1e5cef1d91015ceff83cb8577f,Savings,GT Bank,Permanent,41-61,Lagos
8a858f305c8dd672015c9d62596676c3,Savings,GT Bank,Permanent,36-40,Other
8a858e0f5577f57901557ccf46ce3b55,Savings,GT Bank,Permanent,41-61,Lagos
8a85893d53f104eb0154012858000b78,Other,Multinational Banks,Other,36-40,Lagos
8a858e045cd5b1d6015cdac5a9fe38be,Savings,Multinational Banks,Permanent,41-61,Other
8a858f995a4762a5015a476f8c700bb8,Savings,National Banks,,26-35,Other
8a858e6e55c554c20155c6d8e2925c62,Savings,GT Bank,Other,26-35,Lagos
8a858f0c5cc68025015cc6c4f6ba1658,Savings,Multinational Banks,Permanent,36-40,Other
8a858fb15a41784f015a41921e4c142b,Savings,GT Bank,Permanent,41-61,Lagos
8a8588fd53c244bc0153c9c031e76307,Savings,National Banks,Permanent,26-35,Other
8a858ec95afc0922015afcf961164042,Savings,Multinational Banks,,36-40,Lagos
8a858e955add2971015ae0fb8d6807d9,Savings,Multinational Banks,Other,26-35,Other
8a858ffa55ca72a50155ead217ad624e,Other,Multinational Banks,Other,26-35,Other
8a858fe756939bbb0156a065ee3426d1,Other,GT Bank,Permanent,36-40,Other
8a858f5e5bedf32a015beeb96d0a4ddf,Savings,Multinational Banks,,41-61,Other
8a85882653e2eb990153e6349161513e,Other,Multinational Banks,Permanent,41-61,Lagos
8a8589a453bc422d0153c3b0afc75159,Savings,GT Bank,Permanent,41-61,Other
8a858fb959976ce00159a0c2d6453d0c,Savings,Multinational Banks,Permanent,26-35,Other
8a858e255557edfe01556f9c8e4321ad,Other,GT Bank,Permanent,36-40,Other
8a858e5c56f98bad0156fec9e9326a62,Other,Multinational Banks,Other,36-40,Other
8a858e5856b7840c0156bbf9338d4bd6,Savings,GT Bank,,41-61,Other
8a858e345be813ea015be9d95ff314df,Savings,GT Bank,Permanent,26-35,Lagos
8a858e905bf2fa58015bf676bbf639a1,Savings,Multinational Banks,Permanent,36-40,Other
8a858e8e58f6d66f0158ff063d6d38cd,Savings,Multinational Banks,Permanent,36-40,Other
8a858fd3552c756201554a0014cb700b,Other,Multinational Banks,Permanent,36-40,Lagos
8a858fde5800dc86015801acc2c759e1,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f965c6950da015c6acefa5f661f,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f8a5b38c510015b38cca8030b12,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f99560bbe4501560e67467e3832,Savings,GT Bank,Permanent,41-61,Other
8a858ebc572e1e3a0157390426b3300f,Savings,GT Bank,Permanent,36-40,Other
8a858e0c552ae0b80155504019352754,Other,GT Bank,Permanent,36-40,Lagos
8a8588fd53c244bc0153c7b3845e0983,Other,National Banks,Permanent,41-61,Lagos
8a858eb75c21a2b9015c310ae7325a77,Savings,Multinational Banks,Permanent,26-35,Other
8a858ef25c8393f8015c863b8c0549f7,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f6155781363015589cc40185843,Other,GT Bank,Permanent,26-35,Lagos
8a85887d5384ae1401538a1fd2a853d4,Other,National Banks,Permanent,26-35,Lagos
8a858f055d0e3d8c015d0f9033d26ff1,Savings,GT Bank,,41-61,Lagos
8a858ea35b62a3e1015b62d3ec90281b,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858edf55ca17ba0155ca8650662602,Other,GT Bank,Permanent,36-40,Lagos
8a858efe5bca0a81015bcd3ec30c6022,Savings,Multinational Banks,Permanent,36-40,Other
8a8588fd53c244bc0153cda4fd4a486b,Savings,GT Bank,Permanent,26-35,Other
8a858e0a565e71c40156652b73613d66,Savings,Multinational Banks,Permanent,26-35,Other
8a858f7a58c218eb0158c8e76932370e,Savings,Multinational Banks,Permanent,26-35,Other
8a858fcc5c5f010e015c5f2526d30e4b,Savings,Multinational Banks,Permanent,26-35,Other
8a858ff45be92ea2015bec4ff05a27aa,Savings,Multinational Banks,Permanent,41-61,Other
8a858fff5a28d297015a31b40f36371f,Savings,Multinational Banks,Other,26-35,Other
8a858e165b90faf9015b95d2b5031316,Savings,Multinational Banks,Permanent,36-40,Other
8a8588f754a058cb0154b86caf3a73a4,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f9157f7b9670157fb3f27a779e5,Other,GT Bank,Permanent,26-35,Lagos
8a858ffd5c8d343d015c984714ba1a4b,Savings,Multinational Banks,,41-61,Lagos
8a858f0656b7820c0156bd08609f17a2,Other,Multinational Banks,Other,41-61,Other
8a858e525cac859d015cacebddac2d5c,Savings,Multinational Banks,Permanent,26-35,Other
8a858e775c362114015c3b23d88c3266,Savings,Multinational Banks,Permanent,36-40,Lagos
8a85886f543912e301543e0badb035fa,Savings,GT Bank,Permanent,26-35,Lagos
8a858f7e5c213ef4015c2c0013e72111,Savings,GT Bank,Permanent,41-61,Lagos
8a858f415686c0ab01568f15d70b1d85,Other,Multinational Banks,Other,26-35,Lagos
8a858ea15ca2565c015ca6ed24977b5e,Savings,Multinational Banks,Permanent,26-35,Other
8a8589ec54517bf90154575802725303,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e195ccb3020015ccc1f0901664d,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e8c5d37e319015d3a77a3b6530e,Savings,Multinational Banks,,41-61,Other
8a858fc45d4233f2015d46edcac71b83,Savings,GT Bank,,36-40,Other
8a858e675c3fe0a1015c4df608682d94,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858fd55577e87601558336f0793396,Other,Multinational Banks,Other,26-35,Other
8a858fd45a4260bc015a4651a647586f,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ec05ba5ca1d015ba5e55a060b0c,Savings,Multinational Banks,,41-61,Other
8a858f4e5ba5e8d3015baa225ee45742,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f4e5ca72981015cabaa28101a39,Savings,Multinational Banks,Permanent,36-40,Other
8a858f9c5cd581d9015cd5fd37de47cd,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e4157e2d76b0157e9326ba54ec9,Savings,Multinational Banks,Other,26-35,Other
8a858e6a5bfd4b54015c109266872b55,Savings,Multinational Banks,Permanent,26-35,Other
8a858e79568ec7de015690a5594b3bea,Other,GT Bank,Other,26-35,Other
8a858f7c5be8dc45015be91b35ae3413,Savings,GT Bank,Permanent,26-35,Lagos
8a858ef85cf93896015cf996a0a53980,Savings,Multinational Banks,Permanent,26-35,Other
8a858fbc594a495c0159650b0ede204b,Savings,GT Bank,Permanent,41-61,Lagos
8a858e71570f2c6b01571f8552676a96,Other,Multinational Banks,Other,41-61,Other
8a85884e54a0565b0154b8e5e038630b,Other,National Banks,Permanent,36-40,Other
8a858fcb5c11f481015c167f5ecc4280,Savings,GT Bank,,41-61,Lagos
8a858e0b5d1d8104015d1db8dcf31765,Savings,GT Bank,Permanent,36-40,Other
8a858e875b910dfe015b9ef45d487dd4,Savings,Multinational Banks,Permanent,26-35,Other
8a858e225c404292015c4ead01420908,Savings,Multinational Banks,Permanent,26-35,Other
8a858e395cb1d4d9015cb2115b1d13d7,Savings,GT Bank,,41-61,Lagos
8a858ed55c63db54015c753ba4d83da3,Savings,GT Bank,Permanent,36-40,Other
8a858f535908095c01591ce9992f00c5,Savings,Multinational Banks,Permanent,26-35,Other
8a858f365b2547f3015b2d7c3d736f1a,Savings,Multinational Banks,,26-35,Lagos
8a858f535d325481015d33eac1d95f6e,Savings,GT Bank,Permanent,36-40,Other
8a858ed25baac424015baaeed0191571,Savings,GT Bank,,26-35,Other
8a858edb552adcfd015531bdc5371d37,Other,GT Bank,Permanent,36-40,Other
8a858f2e5cd09481015cd41183a32235,Savings,GT Bank,,36-40,Other
8a858899538ddb8e015390510b321f08,Other,Multinational Banks,Permanent,36-40,Other
8a8588dc5384a05f01539f0b767647ce,Other,National Banks,Other,41-61,Other
8a1eb5ba49a682300149c3c068b806c7,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e3e5b3ee747015b3f0a08cb34f8,Savings,Multinational Banks,Permanent,41-61,Other
8a858e5856b7840c0156c2043cdf22c2,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e0156b782a10156c74e46602d88,Other,Multinational Banks,Other,26-35,Other
8a858f475c7ea023015c7ece3e4a0a8a,Savings,GT Bank,Other,26-35,Other
8a858eda5c8863ff015c91beb3016213,Savings,Multinational Banks,,36-40,Lagos
8a858e4f58b9f0b40158c027a53e65a8,Savings,Multinational Banks,Permanent,36-40,Other
8a858fae5921beeb01594a6b98513a8c,Savings,Multinational Banks,Permanent,36-40,Other
8a858fa95b631878015b662ca5b446cf,Savings,Multinational Banks,Permanent,36-40,Other
8a858e875c63d395015c6ef64f313cc2,Savings,GT Bank,Permanent,36-40,Other
8a858f145bf23564015bf246b6f90e04,Savings,National Banks,Permanent,26-35,Lagos
8a858ffd5c8d343d015c8dd548a95120,Savings,Multinational Banks,,36-40,Other
8a858e705668e16701568d07718d6e1e,Savings,Multinational Banks,Permanent,36-40,Other
8a858e185b4923b4015b549f63781182,Savings,Multinational Banks,Permanent,36-40,Other
8a858f265c2187bd015c25ec8a997bf3,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fce5bed2476015bed31fd290906,Savings,GT Bank,,41-61,Other
8a858fc959bc56c80159caf763b468fb,Savings,GT Bank,Permanent,41-61,Lagos
8a858f0c57d3fe8e0157dcc488084992,Other,GT Bank,Permanent,26-35,Lagos
8a858eed5756fb0e0157576dda0129e5,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e205c21d53a015c31cc641b57ab,Savings,GT Bank,Permanent,36-40,Lagos
8a858e655cd0642d015cd4f7cc5a1bfe,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858fa5552add5d015545f1fbad57f0,Other,GT Bank,Other,26-35,Lagos
8a858e705b3a03c7015b3a431c9c1e1c,Savings,National Banks,,26-35,Lagos
8a858ee958860456015896a4c2e3228c,Savings,National Banks,Permanent,41-61,Other
8a858f3a58a6d6720158b1b681871a59,Savings,GT Bank,Other,26-35,Other
8a858f465668e3d60156731b480a054e,Savings,GT Bank,Permanent,26-35,Other
