customerid;birthdate;EDAD;bank_account_type;longitude_gps;latitude_gps;Columna2;bank_name_clients;bank_branch_clients;employment_status_clients;level_of_education_clients
8a858e4a5cac6f81015cae46ed034497;16/02/1982;40;Savings;3.508.905;66.202.117;;Access Bank;;Permanent;
8a858eb45c11f9e4015c155381857c47;13/03/1990;32;Savings;33.866.107;64.659.388;;GT Bank;;Permanent;
8a858f6f57d2acb50157dca4f81540e2;19/07/1969;53;Savings;33.347.499;65.938.991;;GT Bank;IKEJA;Permanent;Graduate
8a858e79568ec7de01568f358c252096;14/03/1986;36;Savings;131.548.063;118.262.176;;Access Bank;;Permanent;
8a858f0f5d1df2ad015d219c38c87827;25/03/1987;35;Savings;794.856;50.152.111;;UBA;;Permanent;
8a858ee75afc09f4015b01127fe924ad;23/12/1980;42;Savings;74.050.999;91.090.941;;GT Bank;;Permanent;
8a858f3455a0d8070155a1276c4e1799;23/07/1989;33;Savings;77.295.972;111.112.445;;Stanbic IBTC;;Permanent;
8a858e225a28c713015a30db5c48383d;25/08/1975;47;Savings;52.483.677;130.598.637;;UBA;;Permanent;
8a858fe55656a93801565ad4976f225f;31/05/1983;39;Other;59.855.381;55.016.825;;EcoBank;;Self-Employed;
8a858e6359a764180159a89577a06015;16/02/1985;37;Savings;39.619.134;73.895.987;;GT Bank;;Permanent;
8a85880353acff880153b4d9bf104630;07/10/1979;43;Other;73.466.448;91.555.029;;UBA;;Permanent;Secondary
8a858f385b866e4f015b86abb1173999;16/03/1996;26;Savings;33.573.216;66.638.759;;FCMB;;Permanent;
8a858f625b43c0a1015b43e9175e3c65;27/02/1979;43;Savings;7.967.083;49.862.888;;GT Bank;;;
8a858899538ddb8e01539cefcf160450;25/09/1981;41;Other;52.069.323;72.334.406;;GT Bank;;Self-Employed;Post-Graduate
8a8589f853f100fb0153fae1900a7f58;15/12/1986;36;Savings;56.028.347;62.885.742;;GT Bank;;Permanent;Graduate
8a858e235bd971a4015bd984429906d5;27/08/1979;43;Savings;32.600.913;65.090.153;;GT Bank;;Permanent;
8a858e6455828e710155842b4ffa280e;16/12/1976;46;Other;55.957.015;7.217.441;;First Bank;;Permanent;
8a858e3e5b3ee747015b3fd9dd5a1bd5;01/06/1968;54;Savings;32.366.194;67.091.439;;GT Bank;;Permanent;
8a858e3559080830015923412dd84294;28/10/1981;41;Other;65.449.284;9.585.993;;GT Bank;;;
8a858e945bfdb9e7015c0cbdf40d05b6;12/02/1963;59;Savings;-740.059.738;-740.059.738;;GT Bank;;Permanent;
8a858fd55b8752ba015b895180e74ffe;24/01/1990;32;Savings;56.137.631;637.378;;GT Bank;;Permanent;
8a858fd05bfd7d3c015c0d4d46cc16dc;26/11/1982;40;Savings;33.602.116;66.079.238;;UBA;;Permanent;
8a858fa25bd92c20015bda335e175efb;25/07/1978;44;Savings;33.930.053;65.367.651;;GT Bank;;Permanent;
8a858ff45be92ea2015be968b94e1872;27/04/1993;29;Savings;56.253.669;62.773.656;;GT Bank;;Permanent;
8a858e1e5a1e6835015a22bbbeca0b24;15/11/1974;48;Savings;74.293.928;105.019.313;;GT Bank;;Permanent;
8a858f985bee01cb015bf16ec19f5383;23/03/1986;36;Savings;69.391.968;4.882.527;;GT Bank;;Permanent;
8a858fbc5cc666c8015cc9d453ef2af3;05/11/1980;42;Savings;84.475.228;119.598.617;;GT Bank;;Permanent;
8a858f9d5668e3f1015674c7847e34a0;05/01/1992;30;Other;33.777.256;65.842.139;;GT Bank;;Self-Employed;
8a858ed35cd57328015cd582fc530a4a;19/09/1981;41;Savings;34.480.991;71.928.939;;GT Bank;;;
8a858e3f5b5cecb6015b5d16a740279e;11/03/1987;35;Savings;73.242.064;91.434.518;;GT Bank;;;
8a858f8e5b8c34d3015b8e76dac7657b;11/10/1982;40;Current;71.343.324;48.765.654;;Zenith Bank;;Permanent;
8a858f3c5c16cadb015c1a134d3c0c7a;17/01/1996;26;Savings;53.971.104;6.732.505;;GT Bank;;;
8a858f1b5b9136f7015b9f4034a8207d;02/03/1981;41;Savings;53.718.727;72.587.325;;Skye Bank;;Permanent;
8a858f9c5a4817be015a486238ca1a96;31/08/1967;55;Savings;65.651.605;96.290.406;;UBA;;Permanent;
8a858f375cef1cbc015cef217cd302fe;13/11/1991;31;Savings;38.179.898;64.718.763;;Stanbic IBTC;;Permanent;
8a858f275c451af5015c50cf80457196;15/05/1983;39;Savings;32.767.933;66.139.399;;Access Bank;;;
8a858fe35b8ba108015b8ba23e8e0143;09/01/1987;35;Savings;33.559.059;65.960.169;;Stanbic IBTC;;Permanent;
8a858f925bec9b74015beceb8bf13a0a;01/01/1993;29;Savings;33.702.565;64.468.939;;UBA;;Permanent;
8a858f2656e154de0156f197d9a64b2e;15/07/1975;47;Savings;33.930.792;65.436.434;;GT Bank;;Permanent;
8a85881053bc33670153c0ff6d6a38b9;03/05/1985;37;Other;33.129.848;65.371.879;;GT Bank;;Self-Employed;Secondary
8a858f8c5ca0e7fe015ca0e9889a0146;06/05/1985;37;Savings;45.437.376;77.727.309;;EcoBank;;Permanent;
8a8589ac53a4303e0153a8d2389f2bc2;13/02/1982;40;Savings;33.798.451;6.638.109;;EcoBank;;Permanent;
8a858ec358dc5c130158e86849701295;16/07/1991;31;Savings;33.610.623;64.975.532;;GT Bank;;Permanent;
8a858e705cb15527015cbfedf6807c3c;15/09/1988;34;Savings;70.772.421;48.692.556;;First Bank;;Permanent;
8a858f415686c0ab0156893370741aa5;13/03/1978;44;Savings;52.356.403;11.421.226;;GT Bank;;Self-Employed;
8a858e245a5c008c015a5c266238148c;13/09/1988;34;Savings;42.410.895;81.396.053;;GT Bank;;Permanent;
8a858f1b5b9136f7015b96ba114d0c71;26/11/1984;38;Savings;70.375.782;48.431.915;;GT Bank;;Permanent;
8a858ec959f3d0320159f411f586198d;05/09/1979;43;Savings;33.582.571;65.110.384;;Zenith Bank;;Permanent;
8a858e6b5d1885ce015d1894c8620d20;10/10/1980;42;Savings;74.796.501;9.078.752;;GT Bank;;;
8a858e945bee08de015bf07771ce6245;29/06/1989;33;Savings;33.182.749;66.775.946;;GT Bank;;Permanent;
8a858e0d5aa8e240015aa8e8c383070d;17/02/1990;32;Savings;32.676.355;65.992.254;;GT Bank;;Permanent;
8a858e495bf8527e015bf8a5de842da2;04/08/1988;34;Savings;340.361;67.207.383;;GT Bank;;Permanent;
8a858ee0560bc07701561391bb845623;17/07/1988;34;Other;73.980.967;89.902.489;;GT Bank;;Unemployed;
8a858e0b5cfa2028015d092b47e27e30;25/05/1983;39;Savings;32.865.452;66.156.567;;UBA;;Permanent;
8a858e5c56f98bad01570d1d648e2761;22/09/1987;35;Other;29.895.881;6.690.035;;UBA;;Self-Employed;
8a858fcc5ab942ce015ac02f026e2d48;22/04/1994;28;Savings;34.307.485;66.998.546;;FCMB;;Permanent;
8a858e0a5668e69c01567edcd2bc2bf8;02/01/1990;32;Other;74.833.331;90.666.666;;Skye Bank;;Self-Employed;
8a858f335c8d9723015c98e602d911e2;01/11/1988;34;Savings;38.675.982;73.349.271;;First Bank;;Permanent;
8a858fd35b441894015b4420f53b0fcb;15/01/1977;45;Savings;34.796.613;66.448.003;;GT Bank;;Permanent;
8a8588f7548fb0a301549ced5ac07c9d;15/06/1980;42;Other;66.784.191;62.150.801;;GT Bank;;Permanent;
8a858fe05cac0c84015cac4f5c9a28b2;18/09/1980;42;Savings;48.120.985;71.102.202;;First Bank;;Permanent;
8a858e185b4923b4015b4c4dd82a073b;29/09/1989;33;Savings;33.258.057;65.494.342;;Fidelity Bank;;Permanent;
8a858fab5cd5e1a7015cdb58471a5314;20/08/1988;34;Savings;33.179.602;66.735.925;;GT Bank;;Permanent;
8a858fc15b68ba6a015b6cdb644f7cea;19/10/1987;35;Savings;3.919.065;74.504.307;;GT Bank;;;
8a858e245c214660015c2fec6a70058e;23/05/1979;43;Savings;3.304.745;65.946.496;;GT Bank;;Permanent;
8a858fd05bfd7d3c015c0239684a5349;08/01/1987;35;Savings;3.569.869;64.499.145;;Diamond Bank;;Permanent;
8a858f265cfa1a64015cffd360cf3f7b;02/08/1977;45;Savings;7.883.996;50.375.596;;GT Bank;;Permanent;
8a858929535ff7a2015362423ea12578;04/08/1981;41;Other;33.830.133;65.551.055;;First Bank;;Self-Employed;
8a858e69566ae5b801566b5ea4f6269f;01/02/1990;32;Other;66.895.401;6.219.036;;UBA;;Student;
8a858f3159f585d30159f87d1a2877db;19/03/1985;37;Savings;34.009.743;65.876.183;;First Bank;;Permanent;
8a858e655cd0642d015cd13036454516;28/02/1988;34;Savings;36.298.546;64.725.828;;GT Bank;;;
8a858e3d5c3b5122015c3fafb49c3399;25/10/1973;49;Savings;33.331.999;65.773.593;;UBA;;Permanent;
8a8589a053acc39e0153aff9bbd7238a;20/04/1981;41;Savings;7.169.064;92.160.964;;UBA;;Permanent;
8a858f1955b1c4df0155cd14c5b478ed;19/05/1973;49;Other;45.649.533;778.312;;GT Bank;;;
8a858f365b2547f3015b30099a505307;22/04/1986;36;Savings;33.765.275;6.491.618;;UBA;;Permanent;
8a858fd858e2f19a0158f97e191916b7;28/05/1992;30;Savings;334.894;65.333.917;;Unity Bank;;;
8a858f965bc8e421015bcc66b05e5967;02/10/1982;40;Savings;46.103.128;84.148.334;;First Bank;;Permanent;
8a8589d7548fb3a801549a62a32e3d5a;11/01/1979;43;Savings;33.794.414;65.480.347;;Zenith Bank;;Permanent;
8a858e045cd5b1d6015cdf06e4dc7e71;06/05/1984;38;Savings;77.070.584;110.741.226;;First Bank;;Permanent;
8a858e585693982b0156b6329ee229d6;18/08/1965;57;Other;55.353.175;82.401.546;;UBA;;Permanent;Graduate
8a858f975c4582c4015c4e2ba05c62b5;08/04/1981;41;Savings;74.045.983;907.321;;First Bank;;;
8a858e9b56237632015626314c1a2a42;25/04/1990;32;Savings;3.331.192;65.633.618;;Diamond Bank;;Permanent;
8a858970548359cc0154866750a97482;23/01/1995;27;Other;33.088.351;66.666.468;;EcoBank;;Student;
8a858f8e5c5f46fc015c633244a35e89;05/05/1985;37;Savings;34.380.054;64.390.755;;Zenith Bank;;Permanent;
8a8589d754be350e0154bea33f411c02;23/04/1989;33;Other;39.651.958;74.172.515;;Stanbic IBTC;;Permanent;Graduate
8a858eee58727169015877060b15540c;18/08/1984;38;Savings;755.168;894.949;;Diamond Bank;;Permanent;
8a858e0156b782a10156b81770b82e07;01/10/1991;31;Other;55.366.296;72.225.212;;Skye Bank;;Student;Graduate
8a858ff35c63d750015c63dbb45e027c;23/07/1972;50;Savings;35.164.571;66.688.399;;FCMB;;Permanent;
8a858970548359cc0154856f47c73b81;10/02/1991;31;Savings;33.219.088;71.191.623;;GT Bank;;Permanent;Graduate
8a858f3355ae6a610155c583cc8e034d;20/11/1988;34;Other;45.602.269;77.812.336;;UBA;;;
8a858eb95591bf0001559220e85e1b16;13/01/1989;33;Other;85.074.015;7.721.858;;Diamond Bank;;Permanent;
8a858e875c63d395015c65308d640c0f;01/01/1992;30;Savings;38.914.288;74.005.382;;Sterling Bank;;Permanent;
8a8588dd54be35520154c92031650de4;02/10/1992;30;Savings;44.889.817;84.212.217;;Diamond Bank;;Permanent;
8a858fc45c21da6f015c3087c36d6234;24/06/1981;41;Current;33.434.057;71.467.684;;First Bank;;Permanent;
8a858f2e5cd09481015cd3d378cd0b38;30/07/1991;31;Savings;3.920.598;68.296.593;;First Bank;;Permanent;
8a858e9b560bbd63015611d6c90f0f5f;04/08/1990;32;Other;5.648.497;5.919.388;;GT Bank;;Permanent;Secondary
8a858e0458d4ac3d0158e7fee4351588;14/05/1979;43;Savings;73.672.083;105.884.817;;First Bank;;Permanent;
8a858e4b5cb1e4d7015cbc7f1e3e7b96;29/07/1983;39;Savings;32.606.527;66.993.137;;Fidelity Bank;;Permanent;
8a858f2c59cb2d550159cb54fa96143e;06/12/1985;37;Savings;33.795.483;65.888.333;;Access Bank;;Permanent;
8a858eda552adcc201554a43790937ed;17/01/1984;38;Other;33.475.852;65.091.683;;Stanbic IBTC;;Permanent;
8a858f0f5bfd79d2015c08207d265627;27/10/1982;40;Savings;61.873.673;5.217.809;;First Bank;;Permanent;
8a85892854be331a0154c4bf71841892;12/05/1978;44;Savings;75.026.303;89.863.705;;UBA;;Permanent;Graduate
8a858fd45a4260bc015a4613981d314c;19/10/1987;35;Savings;39.116.899;74.018.276;;First Bank;;Permanent;
8a8589f853efac520153f0ce27f61ee1;03/12/1988;34;Savings;3.581.111;64.898.884;;Diamond Bank;;Permanent;
8a858f345ad253d6015ad260db8c0a81;02/12/1976;46;Savings;34.548.538;64.427.182;;Zenith Bank;;Permanent;
8a858f295c8d307f015c9cee64412197;19/03/1990;32;Savings;45.455.202;84.786.384;;Stanbic IBTC;;Permanent;
8a858ee1578e399501579186cb2d6283;03/03/1992;30;Other;32.509.769;64.511.885;;First Bank;;Student;Graduate
8a8589a75438621601543ab52054150c;20/08/1975;47;Other;7.951.401;46.504.322;;Access Bank;;Permanent;Graduate
8a858e215ca77c7f015cab19f5c92961;01/10/1975;47;Current;74.814.751;90.622.194;;UBA;;Permanent;
8a858fbd5cd6054a015ce82aa3914088;20/09/1981;41;Savings;39.097.613;74.238.951;;Fidelity Bank;;Permanent;
8a858f4b5ccab528015ccbc91ef76750;23/10/1987;35;Savings;33.871.332;71.262.788;;GT Bank;;Permanent;
8a858f7057b918e40157bd8c8a8e6ec1;15/04/1971;51;Other;36.332.618;68.352.288;;GT Bank;;Permanent;Secondary
8a858e245b680423015b6b3689d46b4b;02/11/1990;32;Savings;85.291.367;120.174.081;;GT Bank;;Permanent;
8a858fc45c21da6f015c341888b47c64;11/11/1986;36;Savings;38.890.286;73.994.797;;GT Bank;;Permanent;
8a858ee55cb156e6015cb65fb1926ae0;05/08/1990;32;Savings;44.913.932;74.963.513;;Zenith Bank;;Permanent;
8a858f255cb1710a015cb4f868d27b0d;12/12/1977;45;Savings;33.698.428;64.439.691;;GT Bank;;Permanent;
8a858f4c5bb597f6015bb88edfd35179;07/06/1987;35;Savings;33.265.751;65.421.068;;Diamond Bank;;Permanent;
8a858f205ccfd9d3015cd04514bd39c1;29/05/1991;31;Savings;73.757.982;91.397.011;;GT Bank;;Permanent;
8a858ea55ac1546c015ac2b3547711f0;18/04/1986;36;Savings;33.510.107;66.060.908;;Access Bank;;Retired;
8a858e2b5853023201585e93b6372b51;21/01/1979;43;Savings;33.270.871;66.285.026;;UBA;;;Graduate
8a858e885b68546c015b7238f22027ba;18/06/1975;47;Savings;33.531.229;65.878.366;;First Bank;;Permanent;
8a858f565b683b56015b7357f31e7569;01/02/1978;44;Savings;33.907.075;71.761.708;;GT Bank;;Permanent;
8a85884e548fad6501549a9435d71e85;07/09/1975;47;Savings;38.282.285;7.312.157;;First Bank;IWO ROAD BRANCH;Permanent;Graduate
8a858f5f5b39bb0c015b3aa87eb81282;13/07/1980;42;Savings;324.167;6.676.395;;GT Bank;;Permanent;
8a858f585bfd6341015c005942497b6c;31/07/1979;43;Savings;51.458.437;56.575.757;;Diamond Bank;;Permanent;
8a858fcb5bab1fda015bae1de6d35266;01/02/1985;37;Savings;39.985.269;7.403.541;;First Bank;;Permanent;
8a858fc25bafabdc015bafed7f6021fa;23/05/1978;44;Savings;3.330.265;71.189.833;;GT Bank;;;
8a858e345bd96da8015be3ddca8f4af8;22/09/1972;50;Savings;39.752.153;65.848.346;;Keystone Bank;;;
8a858fc15cd06c32015cd4ba6b1d711b;14/08/1972;50;Savings;36.342.388;67.878.194;;Skye Bank;;Permanent;
8a858f305c8dd672015c97a940a24715;06/02/1995;27;Savings;33.720.695;65.258.201;;FCMB;;Permanent;
8a858f7e5c69a6e3015c6d953819750c;19/10/1974;48;Current;74.494.602;90.606.182;;First Bank;;Permanent;
8a858e625c8d993a015c9bf9278c32f7;04/03/1987;35;Savings;73.633.593;89.553.549;;GT Bank;;Permanent;
8a858ffb5d1832fd015d184b6ad80f09;31/08/1995;27;Savings;33.610.918;65.146.806;;UBA;;Student;
8a858f415686c0ab015691ea91d45900;02/06/1984;38;Other;70.193.962;49.734.153;;Zenith Bank;;Permanent;Graduate
8a858f055c831d5b015c87192bf35ab2;03/03/1991;31;Savings;33.327.529;66.174.627;;GT Bank;;Permanent;
8a8588235384a58d01538b5b8d49372c;25/09/1976;46;Savings;70.390.169;48.086.396;;Diamond Bank;;Permanent;Graduate
8a858f005b396e23015b3977901b0c51;03/04/1975;47;Savings;79.342.607;50.273.095;;Access Bank;;Permanent;
8a858f155554552501555e01e57a0269;14/04/1985;37;Savings;63.979.543;50.350.996;;Zenith Bank;;Permanent;Secondary
8a858e0156b782a10156b96d30cb5b73;16/06/1988;34;Other;73.880.845;91.210.136;;Fidelity Bank;;Self-Employed;
8a858f2b5c7df62c015c7e2dc5641eb2;15/02/1974;48;Savings;34.032.963;86.546.603;;First Bank;;Permanent;
8a858ef255c55fd60155c738de611535;21/10/1988;34;Other;34.582.779;64.389.202;;Access Bank;;Permanent;Graduate
8a858e785c8d9167015ca05320ba6830;31/07/1983;39;Savings;70.188.523;48.225.752;;First Bank;;Permanent;
8a858faf5679a83801567f5bc4fc7215;07/02/1983;39;Other;29.958.399;68.909.481;;UBA;;Permanent;
8a858f9a564355590156461a0da77401;24/09/1975;47;Savings;32.519.197;66.463.399;;FCMB;;Self-Employed;Graduate
8a858e515bf280aa015bf2ca521e26a3;20/05/1980;42;Savings;33.045.647;66.510.867;;GT Bank;;Unemployed;
8a858e8d56b784480156c16a09706bd5;25/05/1987;35;Other;33.454.755;65.008.199;;GT Bank;;Permanent;
8a858f365c83961c015c86ca922b5ddc;02/10/1980;42;Savings;34.196.414;64.317.564;;Stanbic IBTC;;;
8a858e6458625423015864d7a62e6785;26/10/1988;34;Savings;85.654.059;119.886.153;;GT Bank;;Permanent;
8a858f085a477386015a488df8db7111;01/10/1983;39;Savings;45.909.808;77.474.289;;Access Bank;;Permanent;
8a858f935760a61801577033195a28b1;15/10/1985;37;Other;3.350.699;6.511.754;;GT Bank;;Self-Employed;
8a858f6f5b199197015b199ea5000d84;09/07/1972;50;Savings;632.924;49.342.958;;Zenith Bank;;Permanent;
8a858f03582604ff01582a09d5a32c12;11/11/1988;34;Other;-73.868.565;406.651.051;;GT Bank;;Self-Employed;Graduate
8a858e005c2154c2015c2cf818481eb3;06/06/1981;41;Savings;24.464.717;63.691.899;;Diamond Bank;;;
8a858ff554d9de480154ddfe4f3773fb;19/06/1990;32;Savings;67.305.001;7.791.388;;UBA;;Permanent;
8a858ee55cb156e6015cb63f19146515;27/05/1988;34;Savings;33.913.378;65.957.379;;GT Bank;;Permanent;
8a858fe55b013a0b015b0b5996ce4111;24/01/1986;36;Savings;36.587.009;68.363.097;;Access Bank;;Permanent;
8a858fc55b2fde30015b30c9256b43fd;28/01/1988;34;Savings;56.451.006;59.270.242;;Access Bank;;Permanent;
8a858f98560bbe1101560db94d740f06;17/04/1983;39;Other;33.524.934;65.036.548;;GT Bank;;Self-Employed;
8a858e0b5d1d8104015d1da5234b0e90;16/10/1992;30;Savings;33.546.694;65.791.156;;GT Bank;;Permanent;
8a858faf5679a83801568596dba677cd;28/08/1979;43;Other;33.484.925;66.603.556;;GT Bank;;Self-Employed;
8a858f8b5b630942015b631a8db21732;25/10/1988;34;Savings;71.570.909;9.004.892;;First Bank;;Permanent;
8a8588f853b1b2d40153be4cdb8c6810;15/11/1980;42;Savings;73.737.878;104.746.726;;GT Bank;;Permanent;Graduate
8a858f7d5cf9aef9015d0abb2c974494;11/05/1990;32;Savings;74.124.795;92.888.735;;UBA;;;
8a858e3654e2a8240154e72ee7022fb0;14/04/1994;28;Other;61.049.253;49.757.887;;Diamond Bank;;Self-Employed;Graduate
8a858f495bcefdb9015bd2ab3dc72788;30/05/1985;37;Savings;34.357.855;64.312.956;;Stanbic IBTC;;Permanent;
8a858e1d5cd58f9e015ce4d0e49950d5;12/12/1987;35;Savings;3.282.301;66.077.815;;Access Bank;;Permanent;
8a858f725ad6f19e015ad72130921e81;06/02/1985;37;Savings;33.785.263;65.522.157;;GT Bank;;Permanent;
8a85884e54be33290154c7d802b73042;04/09/1987;35;Savings;31.925.593;64.602.023;;Diamond Bank;;Self-Employed;Graduate
8a858e175872e14e015876e1c25212de;12/06/1992;30;Savings;33.372.708;663.503;;FCMB;;Permanent;
8a858f6b570f2de901572f04bf9744c4;03/12/1976;46;Other;384.088;73.546.959;;GT Bank;;Self-Employed;
8a858e3654e2a8240154e9fa08b9171e;14/07/1984;38;Savings;3.382.448;65.364.815;;GT Bank;;Permanent;
8a858fff5a36fe68015a3ac5851618ab;23/12/1988;34;Savings;33.264.981;71.149.824;;GT Bank;;;
8a858eef555489050155675e193f77f7;30/10/1992;30;Savings;33.806.892;65.049.656;;Zenith Bank;;Permanent;Graduate
8a858fa859a7641e0159a9122c3c61b5;10/11/1978;44;Savings;33.368.475;65.649.935;;GT Bank;;Permanent;
8a858f565b683b56015b6e9302a77dd1;12/01/1980;42;Current;32.657.519;65.264.909;;Standard Chartered;;Permanent;
8a858ee9587f44aa0158819464010aa4;18/11/1978;44;Savings;69.922.307;48.140.564;;First Bank;;Permanent;
8a858f585cf9d48b015cf9ee030e10ad;16/10/1989;33;Savings;74.401.536;91.179.252;;Diamond Bank;;;
8a858eab5cf9c4c8015d03737a977738;10/03/1994;28;Savings;34.437.567;72.145.217;;GT Bank;;Student;
8a85882653e2eb990153f0f8a8520c4b;14/10/1993;29;Other;7.498.161;55.377.349;;Diamond Bank;;Unemployed;
8a8589b953d0be470153d166c59f388e;22/05/1982;40;Other;33.649.719;64.632.304;;UBA;;Permanent;
8a858ff554e290e10154f6ff4a302f7e;19/07/1992;30;Other;32.896.462;66.294.177;;FCMB;;Permanent;
8a858e345a04f20b015a0ee4dd6b1c38;27/01/1983;39;Savings;38.711.057;74.498.496;;GT Bank;;;
8a858f4156939c3c01569eb58e93629a;02/12/1992;30;Savings;39.382.775;74.232.966;;Access Bank;;Unemployed;
8a858f7d5cf9aef9015d0a60d4053a31;12/09/1977;45;Savings;39.354.102;78.241.422;;First Bank;;Permanent;
8a858f265c2187bd015c21d5f78413fc;18/03/1983;39;Savings;58.043.977;55.610.286;;GT Bank;;;
8a858f645a8ea316015a8eeb23a93384;21/05/1995;27;Savings;32.088.841;66.169.394;;Diamond Bank;;Permanent;
8a858e4b5cb1e4d7015cbf51622434f2;25/06/1974;48;Savings;35.241.083;66.827.217;;Zenith Bank;;Permanent;
8a858f73594ab1ea015964b39b815f52;26/10/1983;39;Savings;33.937.139;6.651.469;;Zenith Bank;;Permanent;
8a858e475c127bce015c15e434622bde;02/02/1979;43;Savings;33.943.242;66.109.183;;GT Bank;;;
8a858e705668e16701566f6b45c03059;24/08/1992;30;Other;124.368.042;92.753.149;;Diamond Bank;;Self-Employed;Graduate
8a858ec55b441639015b444e78b7361f;07/05/1982;40;Savings;33.985.141;64.484.509;;Stanbic IBTC;;Permanent;
8a858f9f5bd99987015be27c21221292;21/06/1993;29;Savings;33.116.668;66.179.362;;GT Bank;;Permanent;
8a858f565b683b56015b77d6c4b14751;28/08/1985;37;Savings;39.417.821;68.189.162;;GT Bank;;Permanent;
8a8589d8548faed501549fb0909d12b2;13/06/1978;44;Other;30.438.728;64.826.125;;GT Bank;;Permanent;Graduate
8a858928548fb121015495dafe41016b;08/07/1993;29;Savings;74.582.508;105.155.953;;GT Bank;;Permanent;
8a858928548fb121015496238670164a;25/06/1982;40;Savings;34.286.784;64.356.097;;GT Bank;;;
8a858f965c6950da015c7b953c93484d;24/11/1980;42;Savings;584.344;55.113.217;;First Bank;;Permanent;
8a858fa55acd8061015ad0b778b013ea;04/04/1975;47;Savings;33.432.933;66.725.638;;GT Bank;;Permanent;
8a858e2e5bb57a37015bc30f34e02cf7;24/02/1987;35;Savings;33.762.125;65.255.643;;Skye Bank;;Permanent;
8a858eb55b24c7b8015b24d6095c0c46;22/01/1991;31;Savings;47.770.874;65.182.879;;UBA;;Permanent;
8a858e0a5668e69c01567af9d4890906;14/05/1983;39;Savings;35.442;65.468.283;;Diamond Bank;;Permanent;
8a858eb35c5f4a42015c627e39b60d6a;21/04/1980;42;Savings;35.164.694;66.687.616;;Union Bank;;Permanent;
8a858e875cfa37f5015d0d0f292e04c9;19/05/1990;32;Savings;33.890.913;64.530.025;;Union Bank;;Permanent;
8a85896653f0fed2015400f8b1973c84;16/09/1986;36;Other;38.831.396;73.880.934;;UBA;;Permanent;
8a858fa45bd95e9a015bdd6141823e52;15/06/1991;31;Savings;3.619.089;64.656.766;;GT Bank;;Permanent;
8a8589b953d0be470153e043e57e2d79;20/02/1988;34;Other;57.498.953;55.285.318;;Zenith Bank;;Permanent;Graduate
8a858fa25cfa127c015cfc1e527253b5;01/12/1978;44;Savings;33.170.162;6.605.567;;GT Bank;;;
8a858ec65c123dfb015c150e513455db;22/08/1968;54;Savings;51.736.753;72.704.331;;Diamond Bank;;Permanent;
8a858e6f5668e01701567005bb5972cf;01/10/1983;39;Other;52.261.781;71.952.865;;GT Bank;;Self-Employed;
8a8588fd53c244bc0153c77b6b9e691b;01/10/1984;38;Savings;7.373.772;91.493.608;;EcoBank;;Permanent;Graduate
8a858f0a56ffda56015709a71f9c02c7;18/12/1976;46;Other;33.632.966;65.346.385;;Zenith Bank;;Self-Employed;Graduate
8a858fa154e2912f0155065fcda06f84;30/09/1988;34;Savings;33.736.724;6.599.502;;UBA;;Permanent;
8a858f975c4582c4015c5379bebc030a;08/01/1985;37;Savings;335.466;64.764.009;;First Bank;;Permanent;
8a858f005b396e23015b3995995732bc;13/10/1980;42;Savings;33.690.594;66.759.757;;First Bank;;Permanent;
8a858fba5cd5feee015cd9f99f38135a;24/01/1984;38;Savings;33.033.478;64.687.495;;Zenith Bank;;Permanent;
8a858f345b1a6144015b1a747f610e68;03/03/1981;41;Savings;32.573.946;65.193.213;;GT Bank;;Permanent;
8a858e495bf8527e015bf9ec3e176b75;06/11/1973;49;Savings;74.464.175;89.622.696;;Fidelity Bank;;;
8a858e875b910dfe015b9a75f78739f7;29/05/1985;37;Savings;38.480.948;73.564.152;;First Bank;;Permanent;
8a858eb65c3b3074015c3f96cf8c3fad;12/11/1984;38;Savings;31.925.052;64.533.081;;Diamond Bank;;Permanent;
8a858f2e5c699f3a015c7405e386784e;01/12/1986;36;Savings;5.788.435;55.651.906;;UBA;;Permanent;
8a858fbc5cc666c8015cc67a0d541497;05/03/1983;39;Savings;39.334.988;74.270.487;;Stanbic IBTC;;Permanent;
8a858e9b5bcf8546015bd34d1f801a05;01/07/1985;37;Savings;33.643.317;6.547.743;;Skye Bank;;Permanent;
8a858ff35acdd593015acddc6c7203de;21/08/1988;34;Savings;66.863.679;121.844.194;;GT Bank;;Permanent;
8a858e785c8d9167015c980c019936fd;09/09/1986;36;Savings;3.355.885;66.448.633;;GT Bank;;;
8a85898a53bc15600153c76825c74b94;26/06/1988;34;Savings;33.012.845;64.961.039;;GT Bank;;Permanent;
8a858f085b494826015b4cfa0afe0f9e;16/03/1990;32;Savings;66.570.259;53.933.022;;UBA;;Permanent;
8a858e0a5668e69c015680dcf84a7f9c;09/11/1965;57;Other;31.960.999;64.992.127;;GT Bank;;Self-Employed;
8a858eb25b5d2e82015b5d60ec623bec;08/02/1985;37;Savings;67.512.392;7.127.586;;Union Bank;;Permanent;
8a858eb456e0b9490156fc567e5737d9;03/07/1980;42;Savings;33.283.465;65.664.362;;Diamond Bank;;Permanent;
8a858e8e5ca1f1a8015ca24da25735e3;07/08/1980;42;Savings;75.492.671;89.475.868;;GT Bank;;;
8a858e235bd971a4015be80845bb2119;14/01/1989;33;Savings;33.677.065;64.833.594;;GT Bank;;Permanent;
